OMAZ,DMAZ,distance_noncommute,logsum_noncommute,path_size_sum_noncommute,iterations_noncommute,time_noncommute
1.0,1.0,0.060043913087261,-0.0600439129623698,0.0,0.0,0.0001949477697638
1.0,2.0,0.4083436144128932,-2.9662269265984027,1.5082010319924133,5.0,0.001325790955886
1.0,3.0,0.1910109749576618,-1.593101767638747,1.0000000000000002,5.0,0.0006201655031092
1.0,4.0,0.4021269852919019,-2.9666474593149976,1.516143468284616,5.0,0.0013056070951035
1.0,5.0,0.320935997062921,-2.953966367445981,1.0000000000000002,5.0,0.001041999990464
1.0,6.0,0.480831201210148,-3.557437772075517,1.0,5.0,0.0015611402636693
1.0,7.0,0.183190854271051,-1.0951063019593332,1.0,5.0,0.00059477550088
1.0,8.0,0.2072680315651002,-1.327787261051257,1.0,5.0,0.0006729481544321
1.0,9.0,0.1833094570804365,-1.0951063019593332,1.0,5.0,0.0005951605749364
1.0,10.0,0.1986339695073402,-1.327787261051257,1.0,5.0,0.0006449154854134
1.0,11.0,0.4297194296415433,-2.7353451158238684,1.0000000000000002,5.0,0.0013951929533816
1.0,12.0,0.1200878261745221,-0.987995434775738,1.0,5.0,0.0003898955395276
1.0,13.0,0.1359719515336202,-0.9857321378079044,1.0,5.0,0.0004414673751091
1.0,14.0,0.3089301365787565,-2.1656022017564798,1.0000000000000002,5.0,0.001003019923957
1.0,15.0,0.3278041578430195,-2.4418749419033228,1.6382694958466584,5.0,0.001064299213776
1.0,16.0,0.3049810821167163,-2.1656022017564798,1.0000000000000002,5.0,0.0009901983185607
1.0,17.0,0.4303731621503319,-2.7353451158238684,1.0,5.0,0.001397315461527
1.0,18.0,0.1206526904507174,-0.9879954347757384,1.0000000000000002,5.0,0.0003917295144503
1.0,19.0,0.2267604215225349,-2.6542434644526054,1.0,5.0,0.0007362351348134
1.0,20.0,0.1728641030202416,-2.6798446596748207,1.0000000000000002,5.0,0.000561247087728
1.0,21.0,0.5403897747865339,-3.972957910025629,1.79626245201763,5.0,0.0017545122558004
1.0,22.0,0.460850011896493,-2.5469002541405183,1.658011809599312,5.0,0.0014962662723912
1.0,23.0,0.5614604963620456,-2.77844111798418,2.258451904108395,5.0,0.0018229236894871
