PUMA,TRACT,BG,BLOCK,household_id,wgtp,SERIALNO,industry,occupation,AGEP,SEX,WKHP,ESR,SCHG,WKW,MIL,SCHL,per_num,GQFLAG,person_id
703,41039003700,4.10E+11,4.10E+14,406720,19,2021HU1175882,1,1,21,2,35,1,-8,1,4,10,4,0,40672004
703,41039003700,4.10E+11,4.10E+14,406720,19,2021HU1175882,1,1,20,2,35,1,-8,6,4,9,5,0,40672005
703,41039003700,4.10E+11,4.10E+14,406721,60,2021HU1244207,1,1,56,1,63,1,-8,1,4,14,1,0,40672101
703,41039003700,4.10E+11,4.10E+14,406721,60,2021HU1244207,1,1,53,2,30,1,-8,1,4,13,2,0,40672102
703,41039003700,4.10E+11,4.10E+14,406721,60,2021HU1244207,1,1,20,2,25,1,6,1,4,11,3,0,40672103
703,41039003700,4.10E+11,4.10E+14,406721,60,2021HU1244207,1,1,18,2,30,1,5,6,4,10,4,0,40672104
703,41039003700,4.10E+11,4.10E+14,406721,60,2021HU1244207,1,1,15,2,-8,-8,5,-8,-8,5,5,0,40672105
703,41039003700,4.10E+11,4.10E+14,406722,18,2021HU1401466,0,0,22,2,15,3,6,6,4,12,1,0,40672201
703,41039003700,4.10E+11,4.10E+14,406723,36,2022HU0161780,0,0,23,2,15,6,6,5,2,13,1,0,40672301
703,41039003700,4.10E+11,4.10E+14,406724,20,2022HU0168393,0,0,62,1,-8,6,-8,-8,4,11,1,0,40672401
703,41039003700,4.10E+11,4.10E+14,406725,22,2022HU0224676,0,0,20,1,40,3,-8,1,4,11,1,0,40672501
703,41039003700,4.10E+11,4.10E+14,406725,22,2022HU0224676,1,1,20,1,30,1,-8,6,4,11,2,0,40672502
703,41039003700,4.10E+11,4.10E+14,406726,22,2022HU0239599,0,0,19,1,32,3,6,6,4,11,1,0,40672601
703,41039003700,4.10E+11,4.10E+14,406726,22,2022HU0239599,0,0,19,1,40,6,6,6,4,11,2,0,40672602
703,41039003700,4.10E+11,4.10E+14,406726,22,2022HU0239599,0,0,19,1,24,6,6,5,4,11,3,0,40672603
703,41039003700,4.10E+11,4.10E+14,406726,22,2022HU0239599,0,0,19,1,50,6,6,5,4,11,4,0,40672604
703,41039003700,4.10E+11,4.10E+14,406727,19,2022HU0463163,1,1,23,1,40,1,-8,1,4,10,1,0,40672701
703,41039003700,4.10E+11,4.10E+14,406727,19,2022HU0463163,1,1,24,1,40,1,-8,1,4,9,2,0,40672702
703,41039003700,4.10E+11,4.10E+14,406728,17,2022HU0522982,1,1,43,2,45,1,-8,1,4,13,1,0,40672801
703,41039003700,4.10E+11,4.10E+14,406728,17,2022HU0522982,1,1,46,1,40,1,-8,1,4,13,2,0,40672802
703,41039003700,4.10E+11,4.10E+14,406728,17,2022HU0522982,1,1,15,1,-8,-8,5,-8,-8,5,3,0,40672803
703,41039003700,4.10E+11,4.10E+14,406729,14,2022HU0543685,1,1,47,2,50,1,-8,1,4,14,1,0,40672901
703,41039003700,4.10E+11,4.10E+14,406729,14,2022HU0543685,1,1,48,1,45,1,-8,5,4,14,2,0,40672902
703,41039003700,4.10E+11,4.10E+14,406729,14,2022HU0543685,1,1,21,1,25,1,6,1,4,11,3,0,40672903
703,41039003700,4.10E+11,4.10E+14,406729,14,2022HU0543685,1,1,18,1,25,1,6,1,4,10,4,0,40672904
703,41039003700,4.10E+11,4.10E+14,406730,25,2022HU0603726,1,1,40,2,30,1,-8,1,4,14,1,0,40673001
703,41039003700,4.10E+11,4.10E+14,406730,25,2022HU0603726,1,1,41,1,50,1,-8,1,4,15,2,0,40673002
703,41039003700,4.10E+11,4.10E+14,406731,20,2022HU0727499,1,1,31,1,45,1,-8,1,4,10,1,0,40673101
703,41039003700,4.10E+11,4.10E+14,406731,20,2022HU0727499,1,1,36,2,30,1,-8,1,4,10,2,0,40673102
703,41039003700,4.10E+11,4.10E+14,406732,15,2022HU0729638,1,1,19,1,10,1,6,1,4,11,1,0,40673201
703,41039003700,4.10E+11,4.10E+14,406732,15,2022HU0729638,1,1,21,1,15,1,6,6,4,11,2,0,40673202
703,41039003700,4.10E+11,4.10E+14,406732,15,2022HU0729638,1,1,20,1,40,1,6,1,4,11,3,0,40673203
703,41039003700,4.10E+11,4.10E+14,406733,36,2022HU0759430,1,1,21,2,25,1,6,1,4,10,1,0,40673301
703,41039003700,4.10E+11,4.10E+14,406733,36,2022HU0759430,1,1,21,2,30,1,-8,1,4,9,2,0,40673302
703,41039003700,4.10E+11,4.10E+14,406734,21,2022HU0885411,1,1,21,1,22,1,6,6,4,9,1,0,40673401
703,41039003700,4.10E+11,4.10E+14,406734,21,2022HU0885411,0,0,21,2,-8,6,-8,-8,4,9,2,0,40673402
703,41039003700,4.10E+11,4.10E+14,406734,21,2022HU0885411,1,1,20,2,4,1,6,5,4,9,3,0,40673403
703,41039003700,4.10E+11,4.10E+14,406734,21,2022HU0885411,0,0,20,2,-8,6,6,-8,4,9,4,0,40673404
703,41039003700,4.10E+11,4.10E+14,406735,39,2022HU1130221,0,0,23,2,20,6,7,6,4,13,1,0,40673501
703,41039003700,4.10E+11,4.10E+14,406736,45,2022HU1254792,1,1,24,2,30,1,6,1,4,11,1,0,40673601
703,41039003700,4.10E+11,4.10E+14,406736,45,2022HU1254792,1,1,24,1,40,1,-8,1,4,9,2,0,40673602
703,41039003700,4.10E+11,4.10E+14,406737,51,2022HU1338021,1,1,22,1,20,1,6,1,4,13,1,0,40673701
703,41039003700,4.10E+11,4.10E+14,406738,51,2022HU1338021,1,1,22,1,20,1,6,1,4,13,1,0,40673801
703,41039003700,4.10E+11,4.10E+14,406739,15,2022HU1356292,1,1,40,1,55,1,-8,1,4,15,1,0,40673901
703,41039003700,4.10E+11,4.10E+14,406739,15,2022HU1356292,1,1,40,2,12,1,-8,1,4,12,2,0,40673902
703,41039003700,4.10E+11,4.10E+14,406739,15,2022HU1356292,1,1,8,2,-8,-8,3,-8,-8,2,3,0,40673903
703,41039003700,4.10E+11,4.10E+14,406739,15,2022HU1356292,1,1,6,1,-8,-8,2,-8,-8,2,4,0,40673904
703,41039003700,4.10E+11,4.10E+14,406739,15,2022HU1356292,1,1,6,1,-8,-8,2,-8,-8,2,5,0,40673905
703,41039003700,4.10E+11,4.10E+14,406740,19,2022HU1366005,0,0,21,1,12,6,6,5,4,11,1,0,40674001
703,41039003700,4.10E+11,4.10E+14,406741,63,2018HU0313515,0,0,20,1,20,6,6,6,3,11,1,0,40674101
703,41039003700,4.10E+11,4.10E+14,406741,63,2018HU0313515,1,1,22,1,12,1,6,1,4,11,2,0,40674102
703,41039003700,4.10E+11,4.10E+14,406742,86,2018HU0667663,1,1,20,1,40,1,-8,1,4,11,1,0,40674201
703,41039003700,4.10E+11,4.10E+14,406742,86,2018HU0667663,1,1,19,2,44,1,-8,1,4,10,2,0,40674202
703,41039003700,4.10E+11,4.10E+14,406743,86,2018HU0667663,1,1,20,1,40,1,-8,1,4,11,1,0,40674301
703,41039003700,4.10E+11,4.10E+14,406743,86,2018HU0667663,1,1,19,2,44,1,-8,1,4,10,2,0,40674302
703,41039003700,4.10E+11,4.10E+14,406744,31,2018HU0774341,0,0,19,2,-8,6,6,-8,4,11,1,0,40674401
703,41039003700,4.10E+11,4.10E+14,406745,17,2018HU0867777,0,0,20,2,30,3,6,5,4,11,1,0,40674501
703,41039003700,4.10E+11,4.10E+14,406745,17,2018HU0867777,0,0,20,2,30,3,6,5,4,11,2,0,40674502
703,41039003700,4.10E+11,4.10E+14,406745,17,2018HU0867777,0,0,20,2,20,3,6,5,4,11,3,0,40674503
703,41039003700,4.10E+11,4.10E+14,406745,17,2018HU0867777,0,0,18,2,-8,3,5,-8,4,9,4,0,40674504
703,41039003700,4.10E+11,4.10E+14,406746,96,2018HU0924922,1,1,24,2,28,1,-8,1,4,11,1,0,40674601
703,41039003700,4.10E+11,4.10E+14,406746,96,2018HU0924922,1,1,26,1,30,1,-8,1,4,9,2,0,40674602
703,41039003700,4.10E+11,4.10E+14,406747,31,2018HU0957873,0,0,20,1,-8,3,6,-8,4,11,1,0,40674701
703,41039003700,4.10E+11,4.10E+14,406747,31,2018HU0957873,0,0,21,1,-8,6,6,-8,4,11,2,0,40674702
703,41039003700,4.10E+11,4.10E+14,406748,41,2018HU1261109,0,0,20,2,-8,3,6,-8,4,11,1,0,40674801
703,41039003700,4.10E+11,4.10E+14,406749,28,2018HU1397131,0,0,21,1,-8,6,6,-8,4,11,1,0,40674901
703,41039003700,4.10E+11,4.10E+14,406749,28,2018HU1397131,0,0,22,2,-8,6,6,-8,4,11,2,0,40674902
703,41039003700,4.10E+11,4.10E+14,406750,58,2019HU0137882,0,0,20,1,-8,6,-8,-8,4,9,1,0,40675001
703,41039003700,4.10E+11,4.10E+14,406750,58,2019HU0137882,0,0,23,1,-8,6,-8,-8,4,10,2,0,40675002
703,41039003700,4.10E+11,4.10E+14,406751,76,2019HU0227677,0,0,80,2,-8,6,-8,-8,4,11,1,0,40675101
703,41039003700,4.10E+11,4.10E+14,406752,133,2019HU0277098,0,0,23,1,-8,6,6,-8,4,13,1,0,40675201
703,41039003700,4.10E+11,4.10E+14,406752,133,2019HU0277098,0,0,22,1,-8,3,6,-8,4,13,2,0,40675202
703,41039003700,4.10E+11,4.10E+14,406752,133,2019HU0277098,0,0,22,1,25,3,6,6,4,13,3,0,40675203
703,41039003700,4.10E+11,4.10E+14,406752,133,2019HU0277098,1,1,22,1,20,1,6,5,4,13,4,0,40675204
703,41039003700,4.10E+11,4.10E+14,406752,133,2019HU0277098,0,0,21,1,40,3,6,5,4,13,5,0,40675205
703,41039003700,4.10E+11,4.10E+14,406753,16,2019HU0646805,0,0,20,2,23,3,6,4,4,11,1,0,40675301
703,41039003700,4.10E+11,4.10E+14,406753,16,2019HU0646805,1,1,19,2,28,1,6,6,4,11,2,0,40675302
703,41039003700,4.10E+11,4.10E+14,406753,16,2019HU0646805,1,1,19,2,60,1,6,5,4,11,3,0,40675303
703,41039003700,4.10E+11,4.10E+14,406753,16,2019HU0646805,1,1,18,2,20,1,6,2,4,9,4,0,40675304
703,41039003700,4.10E+11,4.10E+14,406754,100,2019HU0696292,1,1,21,2,6,1,6,6,4,11,1,0,40675401
703,41039003700,4.10E+11,4.10E+14,406754,100,2019HU0696292,1,1,21,2,16,1,6,6,4,11,2,0,40675402
703,41039003700,4.10E+11,4.10E+14,406755,27,2019HU0736230,1,1,22,1,20,1,6,1,4,13,1,0,40675501
703,41039003700,4.10E+11,4.10E+14,406755,27,2019HU0736230,0,0,22,1,30,6,6,6,4,11,2,0,40675502
703,41039003700,4.10E+11,4.10E+14,406755,27,2019HU0736230,1,1,20,1,27,1,6,1,4,11,3,0,40675503
703,41039003700,4.10E+11,4.10E+14,406755,27,2019HU0736230,1,1,20,1,10,1,6,5,4,11,4,0,40675504
703,41039003700,4.10E+11,4.10E+14,406756,11,2019HU1352643,0,0,71,1,-8,6,-8,-8,3,11,1,0,40675601
703,41039003700,4.10E+11,4.10E+14,406757,133,2020HU0036482,1,1,24,2,40,1,-8,1,4,10,1,0,40675701
703,41039003700,4.10E+11,4.10E+14,406757,133,2020HU0036482,0,0,27,1,30,6,-8,5,4,11,2,0,40675702
703,41039003700,4.10E+11,4.10E+14,406758,29,2020HU0087813,0,0,57,1,-8,6,-8,-8,4,11,1,0,40675801
703,41039003700,4.10E+11,4.10E+14,406759,225,2020HU0151221,0,0,20,2,32,6,6,6,4,11,1,0,40675901
703,41039003700,4.10E+11,4.10E+14,406759,225,2020HU0151221,1,1,20,2,10,1,6,6,4,11,2,0,40675902
703,41039003700,4.10E+11,4.10E+14,406759,225,2020HU0151221,0,0,20,2,6,3,6,6,4,11,3,0,40675903
703,41039003700,4.10E+11,4.10E+14,406759,225,2020HU0151221,1,1,20,2,8,1,6,4,4,11,4,0,40675904
703,41039003700,4.10E+11,4.10E+14,406760,225,2020HU0151221,0,0,20,2,32,6,6,6,4,11,1,0,40676001
703,41039003700,4.10E+11,4.10E+14,406760,225,2020HU0151221,1,1,20,2,10,1,6,6,4,11,2,0,40676002
703,41039003700,4.10E+11,4.10E+14,406760,225,2020HU0151221,0,0,20,2,6,3,6,6,4,11,3,0,40676003
703,41039003700,4.10E+11,4.10E+14,406760,225,2020HU0151221,1,1,20,2,8,1,6,4,4,11,4,0,40676004
703,41039003700,4.10E+11,4.10E+14,406761,43,2020HU0395783,0,0,59,1,12,6,-8,6,4,12,1,0,40676101
703,41039003700,4.10E+11,4.10E+14,406761,43,2020HU0395783,1,1,23,1,15,1,6,4,4,12,2,0,40676102
703,41039003700,4.10E+11,4.10E+14,406762,83,2020HU0647838,1,1,21,2,25,1,6,1,4,11,1,0,40676201
703,41039003700,4.10E+11,4.10E+14,406762,83,2020HU0647838,1,1,21,2,30,1,6,1,4,11,2,0,40676202
703,41039003700,4.10E+11,4.10E+14,406763,81,2020HU0804478,1,1,35,1,20,1,-8,1,4,13,1,0,40676301
703,41039003700,4.10E+11,4.10E+14,406764,81,2020HU0804478,1,1,35,1,20,1,-8,1,4,13,1,0,40676401
703,41039003700,4.10E+11,4.10E+14,406765,109,2020HU0836005,0,0,21,2,30,3,6,1,4,13,1,0,40676501
703,41039003700,4.10E+11,4.10E+14,406765,109,2020HU0836005,0,0,21,2,40,3,6,6,4,11,2,0,40676502
703,41039003700,4.10E+11,4.10E+14,406765,109,2020HU0836005,1,1,20,2,30,1,6,1,4,10,3,0,40676503
703,41039003700,4.10E+11,4.10E+14,406766,103,2020HU0913504,0,0,20,2,6,6,6,4,4,9,1,0,40676601
703,41039003700,4.10E+11,4.10E+14,406766,103,2020HU0913504,0,0,20,2,-8,6,6,-8,4,9,2,0,40676602
703,41039003700,4.10E+11,4.10E+14,406766,103,2020HU0913504,0,0,19,2,12,6,6,6,4,9,3,0,40676603
703,41039003700,4.10E+11,4.10E+14,406766,103,2020HU0913504,1,1,19,2,40,1,6,4,4,9,4,0,40676604
703,41039003700,4.10E+11,4.10E+14,406767,103,2020HU0913504,0,0,20,2,6,6,6,4,4,9,1,0,40676701
703,41039003700,4.10E+11,4.10E+14,406767,103,2020HU0913504,0,0,20,2,-8,6,6,-8,4,9,2,0,40676702
703,41039003700,4.10E+11,4.10E+14,406767,103,2020HU0913504,0,0,19,2,12,6,6,6,4,9,3,0,40676703
703,41039003700,4.10E+11,4.10E+14,406767,103,2020HU0913504,1,1,19,2,40,1,6,4,4,9,4,0,40676704
703,41039003700,4.10E+11,4.10E+14,406768,62,2021HU0028833,1,1,20,2,5,1,6,4,4,11,1,0,40676801
703,41039003700,4.10E+11,4.10E+14,406768,62,2021HU0028833,1,1,20,2,9,1,6,4,4,11,2,0,40676802
703,41039003700,4.10E+11,4.10E+14,406768,62,2021HU0028833,1,1,20,2,9,2,6,1,4,11,3,0,40676803
703,41039003700,4.10E+11,4.10E+14,406769,62,2021HU0028833,1,1,20,2,5,1,6,4,4,11,1,0,40676901
703,41039003700,4.10E+11,4.10E+14,406769,62,2021HU0028833,1,1,20,2,9,1,6,4,4,11,2,0,40676902
703,41039003700,4.10E+11,4.10E+14,406769,62,2021HU0028833,1,1,20,2,9,2,6,1,4,11,3,0,40676903
703,41039003700,4.10E+11,4.10E+14,406770,30,2021HU0298828,1,1,20,2,15,1,6,4,4,9,1,0,40677001
703,41039003700,4.10E+11,4.10E+14,406770,30,2021HU0298828,1,1,21,2,15,1,6,1,4,9,2,0,40677002
703,41039003700,4.10E+11,4.10E+14,406770,30,2021HU0298828,1,1,21,2,24,1,6,4,4,11,3,0,40677003
703,41039003700,4.10E+11,4.10E+14,406770,30,2021HU0298828,1,1,21,2,40,1,-8,4,4,9,4,0,40677004
703,41039003700,4.10E+11,4.10E+14,406771,65,2021HU0609442,1,1,24,1,50,1,-8,6,4,9,1,0,40677101
703,41039003700,4.10E+11,4.10E+14,406771,65,2021HU0609442,0,0,24,2,38,3,-8,6,4,9,2,0,40677102
703,41039003700,4.10E+11,4.10E+14,406772,34,2021HU1107459,1,1,33,1,40,1,-8,1,4,1,1,0,40677201
703,41039003700,4.10E+11,4.10E+14,406773,19,2021HU1175882,1,1,22,1,45,1,-8,1,4,9,1,0,40677301
703,41039003700,4.10E+11,4.10E+14,406773,19,2021HU1175882,1,1,33,1,34,1,-8,1,4,13,2,0,40677302
703,41039003700,4.10E+11,4.10E+14,406773,19,2021HU1175882,1,1,25,2,30,1,6,1,4,9,3,0,40677303
703,41039003700,4.10E+11,4.10E+14,406773,19,2021HU1175882,1,1,21,2,35,1,-8,1,4,10,4,0,40677304
703,41039003700,4.10E+11,4.10E+14,406773,19,2021HU1175882,1,1,20,2,35,1,-8,6,4,9,5,0,40677305
703,41039003700,4.10E+11,4.10E+14,406774,60,2021HU1244207,1,1,56,1,63,1,-8,1,4,14,1,0,40677401
703,41039003700,4.10E+11,4.10E+14,406774,60,2021HU1244207,1,1,53,2,30,1,-8,1,4,13,2,0,40677402
703,41039003700,4.10E+11,4.10E+14,406774,60,2021HU1244207,1,1,20,2,25,1,6,1,4,11,3,0,40677403
703,41039003700,4.10E+11,4.10E+14,406774,60,2021HU1244207,1,1,18,2,30,1,5,6,4,10,4,0,40677404
703,41039003700,4.10E+11,4.10E+14,406774,60,2021HU1244207,1,1,15,2,-8,-8,5,-8,-8,5,5,0,40677405
703,41039003700,4.10E+11,4.10E+14,406775,36,2022HU0161780,0,0,23,2,15,6,6,5,2,13,1,0,40677501
703,41039003700,4.10E+11,4.10E+14,406776,22,2022HU0224676,0,0,20,1,40,3,-8,1,4,11,1,0,40677601
703,41039003700,4.10E+11,4.10E+14,406776,22,2022HU0224676,1,1,20,1,30,1,-8,6,4,11,2,0,40677602
703,41039003700,4.10E+11,4.10E+14,406777,22,2022HU0239599,0,0,19,1,32,3,6,6,4,11,1,0,40677701
703,41039003700,4.10E+11,4.10E+14,406777,22,2022HU0239599,0,0,19,1,40,6,6,6,4,11,2,0,40677702
703,41039003700,4.10E+11,4.10E+14,406777,22,2022HU0239599,0,0,19,1,24,6,6,5,4,11,3,0,40677703
703,41039003700,4.10E+11,4.10E+14,406777,22,2022HU0239599,0,0,19,1,50,6,6,5,4,11,4,0,40677704
703,41039003700,4.10E+11,4.10E+14,406778,17,2022HU0522982,1,1,43,2,45,1,-8,1,4,13,1,0,40677801
703,41039003700,4.10E+11,4.10E+14,406778,17,2022HU0522982,1,1,46,1,40,1,-8,1,4,13,2,0,40677802
703,41039003700,4.10E+11,4.10E+14,406778,17,2022HU0522982,1,1,15,1,-8,-8,5,-8,-8,5,3,0,40677803
703,41039003700,4.10E+11,4.10E+14,406779,46,2022HU1232472,0,0,21,1,12,6,6,5,4,11,1,0,40677901
703,41039003700,4.10E+11,4.10E+14,406780,51,2022HU1338021,1,1,22,1,20,1,6,1,4,13,1,0,40678001
703,41039003700,4.10E+11,4.10E+14,406781,19,2022HU1366005,0,0,21,1,12,6,6,5,4,11,1,0,40678101
703,41039003700,4.10E+11,4.10E+14,406782,86,2018HU0667663,1,1,20,1,40,1,-8,1,4,11,1,0,40678201
703,41039003700,4.10E+11,4.10E+14,406782,86,2018HU0667663,1,1,19,2,44,1,-8,1,4,10,2,0,40678202
703,41039003700,4.10E+11,4.10E+14,406783,31,2018HU0774341,0,0,19,2,-8,6,6,-8,4,11,1,0,40678301
703,41039003700,4.10E+11,4.10E+14,406784,96,2018HU0924922,1,1,24,2,28,1,-8,1,4,11,1,0,40678401
703,41039003700,4.10E+11,4.10E+14,406784,96,2018HU0924922,1,1,26,1,30,1,-8,1,4,9,2,0,40678402
703,41039003700,4.10E+11,4.10E+14,406785,51,2018HU1400074,0,0,20,2,-8,6,6,-8,4,11,1,0,40678501
703,41039003700,4.10E+11,4.10E+14,406786,76,2019HU0227677,0,0,80,2,-8,6,-8,-8,4,11,1,0,40678601
703,41039003700,4.10E+11,4.10E+14,406787,100,2019HU0696292,1,1,21,2,6,1,6,6,4,11,1,0,40678701
703,41039003700,4.10E+11,4.10E+14,406787,100,2019HU0696292,1,1,21,2,16,1,6,6,4,11,2,0,40678702
703,41039003700,4.10E+11,4.10E+14,406788,225,2020HU0151221,0,0,20,2,32,6,6,6,4,11,1,0,40678801
703,41039003700,4.10E+11,4.10E+14,406788,225,2020HU0151221,1,1,20,2,10,1,6,6,4,11,2,0,40678802
703,41039003700,4.10E+11,4.10E+14,406788,225,2020HU0151221,0,0,20,2,6,3,6,6,4,11,3,0,40678803
703,41039003700,4.10E+11,4.10E+14,406788,225,2020HU0151221,1,1,20,2,8,1,6,4,4,11,4,0,40678804
703,41039003700,4.10E+11,4.10E+14,406789,43,2020HU0395783,0,0,59,1,12,6,-8,6,4,12,1,0,40678901
703,41039003700,4.10E+11,4.10E+14,406789,43,2020HU0395783,1,1,23,1,15,1,6,4,4,12,2,0,40678902
703,41039003700,4.10E+11,4.10E+14,406790,81,2020HU0804478,1,1,35,1,20,1,-8,1,4,13,1,0,40679001
703,41039003700,4.10E+11,4.10E+14,406791,109,2020HU0836005,0,0,21,2,30,3,6,1,4,13,1,0,40679101
703,41039003700,4.10E+11,4.10E+14,406791,109,2020HU0836005,0,0,21,2,40,3,6,6,4,11,2,0,40679102
703,41039003700,4.10E+11,4.10E+14,406791,109,2020HU0836005,1,1,20,2,30,1,6,1,4,10,3,0,40679103
703,41039003700,4.10E+11,4.10E+14,406792,103,2020HU0913504,0,0,20,2,6,6,6,4,4,9,1,0,40679201
703,41039003700,4.10E+11,4.10E+14,406792,103,2020HU0913504,0,0,20,2,-8,6,6,-8,4,9,2,0,40679202
703,41039003700,4.10E+11,4.10E+14,406792,103,2020HU0913504,0,0,19,2,12,6,6,6,4,9,3,0,40679203
703,41039003700,4.10E+11,4.10E+14,406792,103,2020HU0913504,1,1,19,2,40,1,6,4,4,9,4,0,40679204
703,41039003700,4.10E+11,4.10E+14,406793,62,2021HU0028833,1,1,20,2,5,1,6,4,4,11,1,0,40679301
703,41039003700,4.10E+11,4.10E+14,406793,62,2021HU0028833,1,1,20,2,9,1,6,4,4,11,2,0,40679302
703,41039003700,4.10E+11,4.10E+14,406793,62,2021HU0028833,1,1,20,2,9,2,6,1,4,11,3,0,40679303
703,41039003700,4.10E+11,4.10E+14,406794,30,2021HU0298828,1,1,20,2,15,1,6,4,4,9,1,0,40679401
703,41039003700,4.10E+11,4.10E+14,406794,30,2021HU0298828,1,1,21,2,15,1,6,1,4,9,2,0,40679402
703,41039003700,4.10E+11,4.10E+14,406794,30,2021HU0298828,1,1,21,2,24,1,6,4,4,11,3,0,40679403
703,41039003700,4.10E+11,4.10E+14,406794,30,2021HU0298828,1,1,21,2,40,1,-8,4,4,9,4,0,40679404
703,41039003700,4.10E+11,4.10E+14,406795,34,2021HU1107459,1,1,33,1,40,1,-8,1,4,1,1,0,40679501
703,41039003700,4.10E+11,4.10E+14,406796,36,2022HU0161780,0,0,23,2,15,6,6,5,2,13,1,0,40679601
703,41039003700,4.10E+11,4.10E+14,406797,39,2022HU1130221,0,0,23,2,20,6,7,6,4,13,1,0,40679701
703,41039003700,4.10E+11,4.10E+14,406798,51,2022HU1338021,1,1,22,1,20,1,6,1,4,13,1,0,40679801
703,41039003700,4.10E+11,4.10E+14,406799,18,2018HU0469663,0,0,23,1,15,6,7,3,4,13,1,0,40679901
703,41039003700,4.10E+11,4.10E+14,406800,86,2018HU0667663,1,1,20,1,40,1,-8,1,4,11,1,0,40680001
703,41039003700,4.10E+11,4.10E+14,406800,86,2018HU0667663,1,1,19,2,44,1,-8,1,4,10,2,0,40680002
703,41039003700,4.10E+11,4.10E+14,406801,41,2018HU1261109,0,0,20,2,-8,3,6,-8,4,11,1,0,40680101
703,41039003700,4.10E+11,4.10E+14,406802,100,2019HU0696292,1,1,21,2,6,1,6,6,4,11,1,0,40680201
703,41039003700,4.10E+11,4.10E+14,406802,100,2019HU0696292,1,1,21,2,16,1,6,6,4,11,2,0,40680202
703,41039003700,4.10E+11,4.10E+14,406803,225,2020HU0151221,0,0,20,2,32,6,6,6,4,11,1,0,40680301
703,41039003700,4.10E+11,4.10E+14,406803,225,2020HU0151221,1,1,20,2,10,1,6,6,4,11,2,0,40680302
703,41039003700,4.10E+11,4.10E+14,406803,225,2020HU0151221,0,0,20,2,6,3,6,6,4,11,3,0,40680303
703,41039003700,4.10E+11,4.10E+14,406803,225,2020HU0151221,1,1,20,2,8,1,6,4,4,11,4,0,40680304
703,41039003700,4.10E+11,4.10E+14,406804,81,2020HU0804478,1,1,35,1,20,1,-8,1,4,13,1,0,40680401
703,41039003700,4.10E+11,4.10E+14,406805,109,2020HU0836005,0,0,21,2,30,3,6,1,4,13,1,0,40680501
703,41039003700,4.10E+11,4.10E+14,406805,109,2020HU0836005,0,0,21,2,40,3,6,6,4,11,2,0,40680502
703,41039003700,4.10E+11,4.10E+14,406805,109,2020HU0836005,1,1,20,2,30,1,6,1,4,10,3,0,40680503
703,41039003700,4.10E+11,4.10E+14,406806,103,2020HU0913504,0,0,20,2,6,6,6,4,4,9,1,0,40680601
703,41039003700,4.10E+11,4.10E+14,406806,103,2020HU0913504,0,0,20,2,-8,6,6,-8,4,9,2,0,40680602
703,41039003700,4.10E+11,4.10E+14,406806,103,2020HU0913504,0,0,19,2,12,6,6,6,4,9,3,0,40680603
703,41039003700,4.10E+11,4.10E+14,406806,103,2020HU0913504,1,1,19,2,40,1,6,4,4,9,4,0,40680604
703,41039003700,4.10E+11,4.10E+14,406807,62,2021HU0028833,1,1,20,2,5,1,6,4,4,11,1,0,40680701
703,41039003700,4.10E+11,4.10E+14,406807,62,2021HU0028833,1,1,20,2,9,1,6,4,4,11,2,0,40680702
703,41039003700,4.10E+11,4.10E+14,406807,62,2021HU0028833,1,1,20,2,9,2,6,1,4,11,3,0,40680703
703,41039003700,4.10E+11,4.10E+14,406808,13,2021HU0188495,0,0,79,1,-8,6,-8,-8,4,16,1,0,40680801
703,41039003700,4.10E+11,4.10E+14,406809,30,2021HU0298828,1,1,20,2,15,1,6,4,4,9,1,0,40680901
703,41039003700,4.10E+11,4.10E+14,406809,30,2021HU0298828,1,1,21,2,15,1,6,1,4,9,2,0,40680902
703,41039003700,4.10E+11,4.10E+14,406809,30,2021HU0298828,1,1,21,2,24,1,6,4,4,11,3,0,40680903
703,41039003700,4.10E+11,4.10E+14,406809,30,2021HU0298828,1,1,21,2,40,1,-8,4,4,9,4,0,40680904
703,41039003700,4.10E+11,4.10E+14,406810,34,2021HU1107459,1,1,33,1,40,1,-8,1,4,1,1,0,40681001
703,41039003700,4.10E+11,4.10E+14,406811,36,2022HU0161780,0,0,23,2,15,6,6,5,2,13,1,0,40681101
703,41039003700,4.10E+11,4.10E+14,406812,51,2022HU1338021,1,1,22,1,20,1,6,1,4,13,1,0,40681201
703,41039003700,4.10E+11,4.10E+14,406813,103,2020HU0913504,0,0,20,2,6,6,6,4,4,9,1,0,40681301
703,41039003700,4.10E+11,4.10E+14,406813,103,2020HU0913504,0,0,20,2,-8,6,6,-8,4,9,2,0,40681302
703,41039003700,4.10E+11,4.10E+14,406813,103,2020HU0913504,0,0,19,2,12,6,6,6,4,9,3,0,40681303
703,41039003700,4.10E+11,4.10E+14,406813,103,2020HU0913504,1,1,19,2,40,1,6,4,4,9,4,0,40681304
703,41039003700,4.10E+11,4.10E+14,406814,86,2018HU0667663,1,1,20,1,40,1,-8,1,4,11,1,0,40681401
703,41039003700,4.10E+11,4.10E+14,406814,86,2018HU0667663,1,1,19,2,44,1,-8,1,4,10,2,0,40681402
703,41039003700,4.10E+11,4.10E+14,406815,96,2018HU0924922,1,1,24,2,28,1,-8,1,4,11,1,0,40681501
703,41039003700,4.10E+11,4.10E+14,406815,96,2018HU0924922,1,1,26,1,30,1,-8,1,4,9,2,0,40681502
