household_id,PUMA,TRACT,BG,BLOCK,WGTP,SERIALNO,NWESR,HHINCADJ,hhchild,NP,HINCP,TEN,BLD,ADJINC,VEH,HHT,NPF,HUPAC,GQTYPE,MAZ,TAZ
405863,703,41039003700,410390037001,410390037001001,58,2019HU0137882,0,0.0,1,2,0.0,3.0,4.0,1159866,1.0,5.0,-8.0,4.0,0,2152,435
405864,703,41039003700,410390037001,410390037001001,18,2019HU0205538,2,33868.0814442508,1,2,29200.0,3.0,2.0,1159866,2.0,7.0,-8.0,4.0,0,2152,435
405865,703,41039003700,410390037001,410390037001001,76,2019HU0227677,0,22733.3697365519,1,1,19600.0,3.0,9.0,1159866,0.0,6.0,-8.0,4.0,0,2152,435
405866,703,41039003700,410390037001,410390037001001,126,2019HU0229993,0,0.0,1,1,0.0,3.0,7.0,1159866,1.0,4.0,-8.0,4.0,0,2152,435
405867,703,41039003700,410390037001,410390037001001,133,2019HU0277098,1,22037.4502548207,1,5,19000.0,3.0,6.0,1159866,4.0,5.0,-8.0,4.0,0,2152,435
405868,703,41039003700,410390037001,410390037001001,133,2019HU0277098,1,22037.4502548207,1,5,19000.0,3.0,6.0,1159866,4.0,5.0,-8.0,4.0,0,2152,435
405869,703,41039003700,410390037001,410390037001001,15,2019HU0285451,0,13570.429893758,1,1,11700.0,3.0,8.0,1159866,0.0,4.0,-8.0,4.0,0,2152,435
405870,703,41039003700,410390037001,410390037001001,19,2019HU0299129,1,422539.111991115,2,4,364300.0,1.0,2.0,1159866,2.0,1.0,4.0,3.0,0,2152,435
405871,703,41039003700,410390037001,410390037001001,15,2019HU0387804,1,15774.1749192401,1,4,13600.0,3.0,9.0,1159866,0.0,7.0,-8.0,4.0,0,2152,435
405872,703,41039003700,410390037001,410390037001001,12,2019HU0426495,0,33984.0680245393,1,1,29300.0,3.0,9.0,1159866,6.0,6.0,-8.0,4.0,0,2152,435
405873,703,41039003700,410390037001,410390037001001,59,2019HU0477639,0,927.89264230824,1,1,800.0,3.0,9.0,1159866,0.0,6.0,-8.0,4.0,0,2152,435
405874,703,41039003700,410390037001,410390037001001,59,2019HU0477639,0,927.89264230824,1,1,800.0,3.0,9.0,1159866,0.0,6.0,-8.0,4.0,0,2152,435
405875,703,41039003700,410390037001,410390037001001,23,2019HU0510165,2,206456.112913583,2,4,178000.0,1.0,2.0,1159866,2.0,2.0,2.0,2.0,0,2152,435
405876,703,41039003700,410390037001,410390037001001,21,2019HU0513614,1,96384.8482197684,1,2,83100.0,2.0,2.0,1159866,2.0,1.0,2.0,4.0,0,2152,435
405877,703,41039003700,410390037001,410390037001001,29,2019HU0576091,2,34795.974086559,1,2,30000.0,3.0,8.0,1159866,2.0,1.0,2.0,4.0,0,2152,435
405878,703,41039003700,410390037001,410390037001001,11,2019HU0629224,0,19369.7589081845,1,1,16700.0,3.0,9.0,1159866,0.0,4.0,-8.0,4.0,0,2152,435
405879,703,41039003700,410390037001,410390037001001,16,2019HU0646805,3,26676.9134663619,1,4,23000.0,3.0,9.0,1159866,2.0,7.0,-8.0,4.0,0,2152,435
405880,703,41039003700,410390037001,410390037001001,16,2019HU0646805,3,26676.9134663619,1,4,23000.0,3.0,9.0,1159866,2.0,7.0,-8.0,4.0,0,2152,435
405881,703,41039003700,410390037001,410390037001001,15,2019HU0693155,2,70751.8139760033,1,2,61000.0,3.0,7.0,1159866,2.0,5.0,-8.0,4.0,0,2152,435
405882,703,41039003700,410390037001,410390037001001,100,2019HU0696292,2,7945.08074976431,1,2,6850.0,3.0,2.0,1159866,0.0,7.0,-8.0,4.0,0,2152,435
405883,703,41039003700,410390037001,410390037001001,100,2019HU0696292,2,7945.08074976431,1,2,6850.0,3.0,2.0,1159866,0.0,7.0,-8.0,4.0,0,2152,435
405884,703,41039003700,410390037001,410390037001001,100,2019HU0696292,2,7945.08074976431,1,2,6850.0,3.0,2.0,1159866,0.0,7.0,-8.0,4.0,0,2152,435
405885,703,41039003700,410390037001,410390037001001,100,2019HU0696292,2,7945.08074976431,1,2,6850.0,3.0,2.0,1159866,0.0,7.0,-8.0,4.0,0,2152,435
405886,703,41039003700,410390037001,410390037001001,27,2019HU0736230,3,37579.6520134837,1,4,32400.0,3.0,9.0,1159866,0.0,5.0,-8.0,4.0,0,2152,435
405887,703,41039003700,410390037001,410390037001001,27,2019HU0736230,3,37579.6520134837,1,4,32400.0,3.0,9.0,1159866,0.0,5.0,-8.0,4.0,0,2152,435
405888,703,41039003700,410390037001,410390037001001,27,2019HU0736230,3,37579.6520134837,1,4,32400.0,3.0,9.0,1159866,0.0,5.0,-8.0,4.0,0,2152,435
405889,703,41039003700,410390037001,410390037001001,79,2019HU0750240,2,229073.496069847,1,3,197500.0,3.0,8.0,1159866,0.0,1.0,3.0,4.0,0,2152,435
405890,703,41039003700,410390037001,410390037001001,16,2019HU0891070,2,76551.1429904298,1,2,66000.0,3.0,8.0,1159866,2.0,7.0,-8.0,4.0,0,2152,435
405891,703,41039003700,410390037001,410390037001001,13,2019HU0921735,0,3166.43364187687,1,4,2730.0,3.0,9.0,1159866,3.0,7.0,-8.0,4.0,0,2152,435
405892,703,41039003700,410390037001,410390037001001,15,2019HU0953433,1,12758.5238317383,1,1,11000.0,3.0,8.0,1159866,1.0,6.0,-8.0,4.0,0,2152,435
405893,703,41039003700,410390037001,410390037001001,20,2019HU0990045,1,25517.0476634766,1,1,22000.0,3.0,2.0,1159866,1.0,4.0,-8.0,4.0,0,2152,435
405894,703,41039003700,410390037001,410390037001001,94,2019HU1020371,1,162497.198984231,2,3,140100.0,1.0,2.0,1159866,2.0,1.0,3.0,2.0,0,2152,435
405895,703,41039003700,410390037001,410390037001001,21,2019HU1382419,3,33636.1082836737,1,4,29000.0,3.0,2.0,1159866,0.0,7.0,-8.0,4.0,0,2152,435
405896,703,41039003700,410390037001,410390037001001,133,2020HU0036482,1,45604.3377013296,1,2,40000.0,2.0,2.0,1140108,0.0,7.0,-8.0,4.0,0,2152,435
405897,703,41039003700,410390037001,410390037001001,133,2020HU0036482,1,45604.3377013296,1,2,40000.0,2.0,2.0,1140108,0.0,7.0,-8.0,4.0,0,2152,435
405898,703,41039003700,410390037001,410390037001001,225,2020HU0151221,2,6897.6560773261,1,4,6050.0,3.0,9.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405899,703,41039003700,410390037001,410390037001001,225,2020HU0151221,2,6897.6560773261,1,4,6050.0,3.0,9.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405900,703,41039003700,410390037001,410390037001001,225,2020HU0151221,2,6897.6560773261,1,4,6050.0,3.0,9.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405901,703,41039003700,410390037001,410390037001001,225,2020HU0151221,2,6897.6560773261,1,4,6050.0,3.0,9.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405902,703,41039003700,410390037001,410390037001001,225,2020HU0151221,2,6897.6560773261,1,4,6050.0,3.0,9.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405903,703,41039003700,410390037001,410390037001001,225,2020HU0151221,2,6897.6560773261,1,4,6050.0,3.0,9.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405904,703,41039003700,410390037001,410390037001001,225,2020HU0151221,2,6897.6560773261,1,4,6050.0,3.0,9.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405905,703,41039003700,410390037001,410390037001001,225,2020HU0151221,2,6897.6560773261,1,4,6050.0,3.0,9.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405906,703,41039003700,410390037001,410390037001001,225,2020HU0151221,2,6897.6560773261,1,4,6050.0,3.0,9.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405907,703,41039003700,410390037001,410390037001001,225,2020HU0151221,2,6897.6560773261,1,4,6050.0,3.0,9.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405908,703,41039003700,410390037001,410390037001001,225,2020HU0151221,2,6897.6560773261,1,4,6050.0,3.0,9.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405909,703,41039003700,410390037001,410390037001001,39,2020HU0250122,3,86648.2416325262,1,4,76000.0,3.0,2.0,1140108,4.0,7.0,-8.0,4.0,0,2152,435
405910,703,41039003700,410390037001,410390037001001,46,2020HU0375271,1,85508.133189993,1,2,75000.0,3.0,4.0,1140108,4.0,5.0,-8.0,4.0,0,2152,435
405911,703,41039003700,410390037001,410390037001001,34,2020HU0393312,2,9348.88922877257,1,2,8200.0,3.0,8.0,1140108,1.0,5.0,-8.0,4.0,0,2152,435
405912,703,41039003700,410390037001,410390037001001,34,2020HU0393312,2,9348.88922877257,1,2,8200.0,3.0,8.0,1140108,1.0,5.0,-8.0,4.0,0,2152,435
405913,703,41039003700,410390037001,410390037001001,43,2020HU0395783,1,25994.4724897579,1,2,22800.0,3.0,8.0,1140108,1.0,5.0,-8.0,4.0,0,2152,435
405914,703,41039003700,410390037001,410390037001001,43,2020HU0395783,1,25994.4724897579,1,2,22800.0,3.0,8.0,1140108,1.0,5.0,-8.0,4.0,0,2152,435
405915,703,41039003700,410390037001,410390037001001,46,2020HU0446333,2,18811.7893017985,1,2,16500.0,3.0,2.0,1140108,2.0,7.0,-8.0,4.0,0,2152,435
405916,703,41039003700,410390037001,410390037001001,32,2020HU0471973,0,15619.4856627054,1,1,13700.0,3.0,8.0,1140108,0.0,4.0,-8.0,4.0,0,2152,435
405917,703,41039003700,410390037001,410390037001001,32,2020HU0471973,0,15619.4856627054,1,1,13700.0,3.0,8.0,1140108,0.0,4.0,-8.0,4.0,0,2152,435
405918,703,41039003700,410390037001,410390037001001,30,2020HU0474868,1,2280.21688506648,1,1,2000.0,3.0,8.0,1140108,1.0,6.0,-8.0,4.0,0,2152,435
405919,703,41039003700,410390037001,410390037001001,24,2020HU0486327,1,15961.5181954654,1,1,14000.0,3.0,8.0,1140108,0.0,6.0,-8.0,4.0,0,2152,435
405920,703,41039003700,410390037001,410390037001001,9,2020HU0570354,0,0.0,2,4,0.0,3.0,8.0,1140108,1.0,3.0,4.0,3.0,0,2152,435
405921,703,41039003700,410390037001,410390037001001,68,2020HU0588482,0,684.065065519944,1,1,600.0,3.0,8.0,1140108,1.0,6.0,-8.0,4.0,0,2152,435
405922,703,41039003700,410390037001,410390037001001,30,2020HU0596877,1,91208.6754026592,1,1,80000.0,1.0,2.0,1140108,1.0,4.0,-8.0,4.0,0,2152,435
405923,703,41039003700,410390037001,410390037001001,83,2020HU0647838,2,39903.7954886634,1,2,35000.0,3.0,7.0,1140108,2.0,7.0,-8.0,4.0,0,2152,435
405924,703,41039003700,410390037001,410390037001001,83,2020HU0647838,2,39903.7954886634,1,2,35000.0,3.0,7.0,1140108,2.0,7.0,-8.0,4.0,0,2152,435
405925,703,41039003700,410390037001,410390037001001,33,2020HU0661012,1,210920.061868649,1,1,185000.0,3.0,9.0,1140108,1.0,4.0,-8.0,4.0,0,2152,435
405926,703,41039003700,410390037001,410390037001001,105,2020HU0663422,0,9576.91091727922,1,1,8400.0,3.0,9.0,1140108,0.0,4.0,-8.0,4.0,0,2152,435
405927,703,41039003700,410390037001,410390037001001,37,2020HU0774226,5,153458.596364974,1,5,134600.0,3.0,2.0,1140108,3.0,7.0,-8.0,4.0,0,2152,435
405928,703,41039003700,410390037001,410390037001001,37,2020HU0774226,5,153458.596364974,1,5,134600.0,3.0,2.0,1140108,3.0,7.0,-8.0,4.0,0,2152,435
405929,703,41039003700,410390037001,410390037001001,81,2020HU0804478,1,3078.29279483975,1,1,2700.0,4.0,2.0,1140108,6.0,4.0,-8.0,4.0,0,2152,435
405930,703,41039003700,410390037001,410390037001001,81,2020HU0804478,1,3078.29279483975,1,1,2700.0,4.0,2.0,1140108,6.0,4.0,-8.0,4.0,0,2152,435
405931,703,41039003700,410390037001,410390037001001,81,2020HU0804478,1,3078.29279483975,1,1,2700.0,4.0,2.0,1140108,6.0,4.0,-8.0,4.0,0,2152,435
405932,703,41039003700,410390037001,410390037001001,81,2020HU0804478,1,3078.29279483975,1,1,2700.0,4.0,2.0,1140108,6.0,4.0,-8.0,4.0,0,2152,435
405933,703,41039003700,410390037001,410390037001001,81,2020HU0804478,1,3078.29279483975,1,1,2700.0,4.0,2.0,1140108,6.0,4.0,-8.0,4.0,0,2152,435
405934,703,41039003700,410390037001,410390037001001,81,2020HU0804478,1,3078.29279483975,1,1,2700.0,4.0,2.0,1140108,6.0,4.0,-8.0,4.0,0,2152,435
405935,703,41039003700,410390037001,410390037001001,81,2020HU0804478,1,3078.29279483975,1,1,2700.0,4.0,2.0,1140108,6.0,4.0,-8.0,4.0,0,2152,435
405936,703,41039003700,410390037001,410390037001001,109,2020HU0836005,1,44464.2292587964,1,3,39000.0,3.0,9.0,1140108,3.0,7.0,-8.0,4.0,0,2152,435
405937,703,41039003700,410390037001,410390037001001,109,2020HU0836005,1,44464.2292587964,1,3,39000.0,3.0,9.0,1140108,3.0,7.0,-8.0,4.0,0,2152,435
405938,703,41039003700,410390037001,410390037001001,109,2020HU0836005,1,44464.2292587964,1,3,39000.0,3.0,9.0,1140108,3.0,7.0,-8.0,4.0,0,2152,435
405939,703,41039003700,410390037001,410390037001001,109,2020HU0836005,1,44464.2292587964,1,3,39000.0,3.0,9.0,1140108,3.0,7.0,-8.0,4.0,0,2152,435
405940,703,41039003700,410390037001,410390037001001,109,2020HU0836005,1,44464.2292587964,1,3,39000.0,3.0,9.0,1140108,3.0,7.0,-8.0,4.0,0,2152,435
405941,703,41039003700,410390037001,410390037001001,109,2020HU0836005,1,44464.2292587964,1,3,39000.0,3.0,9.0,1140108,3.0,7.0,-8.0,4.0,0,2152,435
405942,703,41039003700,410390037001,410390037001001,109,2020HU0836005,1,44464.2292587964,1,3,39000.0,3.0,9.0,1140108,3.0,7.0,-8.0,4.0,0,2152,435
405943,703,41039003700,410390037001,410390037001001,150,2020HU0863802,1,61565.855896795,1,1,54000.0,3.0,7.0,1140108,1.0,4.0,-8.0,4.0,0,2152,435
405944,703,41039003700,410390037001,410390037001001,103,2020HU0913504,1,40473.84970993,1,4,35500.0,3.0,8.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405945,703,41039003700,410390037001,410390037001001,103,2020HU0913504,1,40473.84970993,1,4,35500.0,3.0,8.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405946,703,41039003700,410390037001,410390037001001,103,2020HU0913504,1,40473.84970993,1,4,35500.0,3.0,8.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405947,703,41039003700,410390037001,410390037001001,103,2020HU0913504,1,40473.84970993,1,4,35500.0,3.0,8.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405948,703,41039003700,410390037001,410390037001001,103,2020HU0913504,1,40473.84970993,1,4,35500.0,3.0,8.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405949,703,41039003700,410390037001,410390037001001,103,2020HU0913504,1,40473.84970993,1,4,35500.0,3.0,8.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405950,703,41039003700,410390037001,410390037001001,103,2020HU0913504,1,40473.84970993,1,4,35500.0,3.0,8.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405951,703,41039003700,410390037001,410390037001001,103,2020HU0913504,1,40473.84970993,1,4,35500.0,3.0,8.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405952,703,41039003700,410390037001,410390037001001,103,2020HU0913504,1,40473.84970993,1,4,35500.0,3.0,8.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405953,703,41039003700,410390037001,410390037001001,103,2020HU0913504,1,40473.84970993,1,4,35500.0,3.0,8.0,1140108,1.0,7.0,-8.0,4.0,0,2152,435
405954,703,41039003700,410390037001,410390037001001,30,2020HU1022792,0,31923.0363909307,1,3,28000.0,3.0,9.0,1140108,1.0,5.0,-8.0,4.0,0,2152,435
405955,703,41039003700,410390037001,410390037001001,30,2020HU1022792,0,31923.0363909307,1,3,28000.0,3.0,9.0,1140108,1.0,5.0,-8.0,4.0,0,2152,435
405956,703,41039003700,410390037001,410390037001001,26,2020HU1076393,1,230279.103222864,1,2,201980.0,2.0,2.0,1140108,2.0,1.0,2.0,4.0,0,2152,435
405957,703,41039003700,410390037001,410390037001001,29,2021HU0005812,2,40077.4085621626,1,2,36000.0,3.0,2.0,1113261,2.0,7.0,-8.0,4.0,0,2152,435
405958,703,41039003700,410390037001,410390037001001,62,2021HU0028833,3,16030.963424865,1,3,14400.0,3.0,8.0,1113261,2.0,7.0,-8.0,4.0,0,2152,435
405959,703,41039003700,410390037001,410390037001001,62,2021HU0028833,3,16030.963424865,1,3,14400.0,3.0,8.0,1113261,2.0,7.0,-8.0,4.0,0,2152,435
405960,703,41039003700,410390037001,410390037001001,62,2021HU0028833,3,16030.963424865,1,3,14400.0,3.0,8.0,1113261,2.0,7.0,-8.0,4.0,0,2152,435
405961,703,41039003700,410390037001,410390037001001,62,2021HU0028833,3,16030.963424865,1,3,14400.0,3.0,8.0,1113261,2.0,7.0,-8.0,4.0,0,2152,435
405962,703,41039003700,410390037001,410390037001001,62,2021HU0028833,3,16030.963424865,1,3,14400.0,3.0,8.0,1113261,2.0,7.0,-8.0,4.0,0,2152,435
405963,703,41039003700,410390037001,410390037001001,62,2021HU0028833,3,16030.963424865,1,3,14400.0,3.0,8.0,1113261,2.0,7.0,-8.0,4.0,0,2152,435
405964,703,41039003700,410390037001,410390037001001,62,2021HU0028833,3,16030.963424865,1,3,14400.0,3.0,8.0,1113261,2.0,7.0,-8.0,4.0,0,2152,435
405965,703,41039003700,410390037001,410390037001001,62,2021HU0028833,3,16030.963424865,1,3,14400.0,3.0,8.0,1113261,2.0,7.0,-8.0,4.0,0,2152,435
405966,703,41039003700,410390037001,410390037001001,45,2021HU0105778,2,93513.9533117126,1,2,84000.0,1.0,2.0,1113261,2.0,1.0,2.0,4.0,0,2152,435
405967,703,41039003700,410390037001,410390037001001,13,2021HU0188495,0,15251.6804806008,1,1,13700.0,3.0,9.0,1113261,0.0,4.0,-8.0,4.0,0,2152,435
405968,703,41039003700,410390037001,410390037001001,14,2021HU0224469,0,0.0,1,2,0.0,3.0,9.0,1113261,2.0,7.0,-8.0,4.0,0,2152,435
405969,703,41039003700,410390037001,410390037001001,64,2021HU0270744,1,55663.067447448,1,1,50000.0,3.0,4.0,1113261,1.0,4.0,-8.0,4.0,0,2152,435
405970,703,41039003700,410390037001,410390037001001,29,2021HU0290192,0,0.0,1,1,0.0,3.0,9.0,1113261,6.0,4.0,-8.0,4.0,0,2152,435
405971,703,41039003700,410390037001,410390037001001,29,2021HU0290192,0,0.0,1,1,0.0,3.0,9.0,1113261,6.0,4.0,-8.0,4.0,0,2152,435
405972,703,41039003700,410390037001,410390037001001,30,2021HU0298828,4,106750.630750716,1,4,95890.0,3.0,2.0,1113261,3.0,7.0,-8.0,4.0,0,2152,435
