MAZ,TAZ,BLKGRP,TRACT,PUMA,COUNTY,DISTRICTXX,TOTNGQHHS,TOTGQHHS,TOTHHS,TOTPOP,EMP_NRM,EMP_CON,EMP_NHTMFG,EMP_HTMFG,EMP_WT,EMP_TWU,EMP_RET,EMP_IFRPBS,EMP_HCS,EMP_OSV,EMP_GOV,EMP_EDU,EMP_AER,EMP_ACC,EMP_FSD,EMP_TOT,ENROLL_K8,ENROLL_912,ENROLL_COLL,TERMTIME,PRKCST_HR,PRKCST_DAY,PRKCST_MNTH,PRKSPACES,ACRES,ACTIVE_ACRES,OSPC_ACRES,ESCOOACCTIME,EBIKEACCTIME,EXTERNAL,EXT_WORK_SIZE,EXT_NWRK_SIZE,TOTINT,EMPDEN,RETDEN,HHDEN,POPDEN,POPEMPDEN,WLKTIME_BUS,WLKTIME_BRT,WLKTIME_LRT,WLKTIME_CR,EXPPRK_MNTH,EXPPRK_DAY,EXPPRK_HR,PARKAREA,Built Form,walk_dist_local_bus,micro_dist_local_bus,walk_dist_premium_transit,micro_dist_premium_transit,MicroAccessTime,nev,microtransit,external_work,external_nonwork,external_MAZ,totint,park_and_ride_spaces
635,2020,1,402,1303,51,,47,0,47,140,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
651,2110,2,402,1303,51,,8,7,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
666,2077,2,402,1303,51,,8,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
699,1572,3,402,1303,51,,9,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
704,1572,3,402,1303,51,,10,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
707,1891,3,402,1303,51,,12,0,12,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
708,1631,3,402,1303,51,,11,0,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
712,1925,3,402,1303,51,,16,0,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
720,2013,3,402,1303,51,,11,0,11,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
813,2023,4,501,1303,51,,11,0,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
733,1918,1,501,1303,51,,20,0,20,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
741,2080,1,501,1303,51,,18,0,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
775,1785,3,501,1303,51,,12,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
786,1831,3,501,1303,51,,14,0,14,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
792,1750,3,501,1303,51,,16,0,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
795,1967,3,501,1303,51,,9,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
796,1779,3,501,1303,51,,10,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
806,1857,3,501,1303,51,,11,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
809,1895,3,501,1303,51,,8,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
747,1898,2,501,1303,51,,24,0,24,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
750,1837,2,501,1303,51,,7,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
751,1725,2,501,1303,51,,7,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
760,1837,2,501,1303,51,,20,0,20,51,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,526,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
763,1779,2,501,1303,51,,16,0,16,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
767,2074,2,501,1303,51,,13,0,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
932,1635,5,502,1303,51,,14,0,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
933,1853,5,502,1303,51,,4,0,4,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
940,1856,5,502,1303,51,,37,0,37,107,0,0,0,0,3,0,7,4,0,4,0,0,0,0,0,14,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
904,2121,4,502,1303,51,,39,0,39,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
887,1470,3,502,1303,51,,46,15,61,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
891,1835,3,502,1303,51,,21,0,21,62,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
898,1807,3,502,1303,51,,7,0,7,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,889,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
899,1943,3,502,1303,51,,18,5,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
866,2017,2,502,1303,51,,25,0,25,77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,642,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
872,1984,2,502,1303,51,,28,0,28,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
10561,2067,2,10002,1316,51,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
10562,2064,2,10002,1316,51,,180,0,180,452,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,553,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
10563,2064,2,10002,1316,51,,336,0,336,907,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,0.0,1,2.85414,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
366,1505,2,302,1303,51,,25,0,25,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
371,1602,2,302,1303,51,,12,0,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
377,2082,2,302,1303,51,,16,0,16,43,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
381,2186,2,302,1303,51,,25,0,25,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
387,1835,2,302,1303,51,,18,0,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
407,1896,2,302,1303,51,,2,0,2,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,17,14,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
2373,1448,3,1302,1305,51,,9,0,9,22,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
8527,1798,2,6602,1314,51,,4,0,4,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,76,51,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
8531,1765,2,6602,1314,51,,103,0,103,178,0,0,0,0,0,0,0,1,12,8,0,147,0,0,0,114,0,0,0,0,0.0,0.0,0.0,0.0,1,5.9235301,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7528,2097,1,5000,1314,51,,3,2,5,7,0,0,4,0,0,0,0,56,0,4,2,0,1,0,0,80,0,0,0,0,174.0,1156.4000099999998,18172.00044,67.420116,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7554,1572,1,5000,1314,51,,0,0,0,0,0,0,0,0,12,0,3,0,0,0,29,0,0,0,0,36,0,0,449,0,139.2,240.8,3784.0,38.76246654,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7555,2238,1,5000,1314,51,,6,0,6,13,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,15,0,0,0,0,139.2,240.8,3784.0,12.97202878,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7591,1153,1,5000,1314,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.2,240.8,3784.0,23.92788566,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7601,2064,1,5000,1314,51,,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,17,0,0,659,0,174.0,1156.4000099999998,18172.00044,39.0527718,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
7605,1556,1,5000,1314,51,,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7606,1594,1,5000,1314,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.2,240.8,3784.0,26.00006195,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
7669,1764,2,5100,1314,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0,1156.4000099999998,18172.00044,25.99996346,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7683,1556,2,5100,1314,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,174.0,1156.4000099999998,18172.00044,21.21428058,1,0.601931,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7687,2150,2,5100,1314,51,,0,0,0,0,0,0,0,0,0,0,15,3,2,0,0,47,0,0,60,120,0,0,0,0,174.0,1156.4000099999998,18172.00044,26.00001289,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7702,1804,2,5100,1314,51,,0,139,139,139,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,174.0,1156.4000099999998,18172.00044,63.51555162,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
11133,1602,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,189,28,0,0,0,0,96,0,0,284,0,0,0,0,174.0,1201.20001,18875.99978,13.16382778,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11134,1562,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,1,922,0,37,0,67,3,0,4,1157,0,0,0,0,174.0,1201.20001,18875.99978,25.64646268,1,1.52429,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11135,1592,3,10600,1314,51,,0,0,0,0,1,1,0,0,21,0,57,1270,39,1,0,0,0,0,0,2283,0,0,0,0,174.0,1201.20001,18875.99978,742.4,1,1.18304,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11136,1592,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,69,151,0,0,0,0,174.0,1201.20001,18875.99978,13.00015568,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11137,1592,3,10600,1314,51,,0,0,0,0,0,0,14,0,1,0,29,84,7,15,0,0,0,0,19,211,0,0,0,0,174.0,1201.20001,18875.99978,39.36231491,1,0.91615,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11138,1574,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0,1201.20001,18875.99978,40.0,1,4.9236202,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11139,1598,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,35,170,0,9,0,0,0,0,18,379,0,0,0,0,174.0,1201.20001,18875.99978,12.99999776,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11140,1594,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,265,0,174.0,1201.20001,18875.99978,33.2713607,1,2.81124,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11141,1666,3,10600,1314,51,,0,0,0,0,0,0,0,0,32,0,0,82,0,0,0,0,0,0,51,126,0,0,0,0,174.0,1201.20001,18875.99978,26.55796873,1,0.133304,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11142,1666,3,10600,1314,51,,0,0,0,0,0,0,0,0,3,0,4,79,0,0,0,0,0,0,0,92,0,0,0,0,174.0,1201.20001,18875.99978,15.17190322,1,1.60788,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11143,1666,3,10600,1314,51,,24,0,24,29,0,0,0,0,0,0,10,76,0,0,0,0,0,0,43,147,0,0,0,0,174.0,1201.20001,18875.99978,13.00007092,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11144,1666,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,0,384,32,0,953,0,0,0,0,2192,0,0,738,0,174.0,1201.20001,18875.99978,44.8,1,0.0656168,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11145,1666,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,34,44,0,0,0,0,174.0,1201.20001,18875.99978,26.50169084,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11146,1666,3,10600,1314,51,,0,0,0,0,0,0,4,0,0,0,2,185,1,26,0,0,0,0,0,292,0,0,0,0,174.0,1201.20001,18875.99978,14.22544291,1,1.59135,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11147,1652,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,174.0,1201.20001,18875.99978,13.00004951,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11148,1637,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,4,40,0,3,0,0,0,0,3,60,0,0,0,0,174.0,1201.20001,18875.99978,25.98222647,1,0.0329592,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11149,1704,3,10600,1314,51,,104,0,104,124,0,0,0,0,0,0,0,123,0,25,0,0,0,0,0,71,0,0,0,0,174.0,1201.20001,18875.99978,26.50167567,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11150,1758,3,10600,1314,51,,7,0,7,7,0,0,0,0,0,0,2,25,0,0,0,0,0,0,18,49,0,0,0,0,174.0,1201.20001,18875.99978,28.09394917,1,1.56161,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11151,1704,3,10600,1314,51,,82,0,82,98,0,0,0,0,0,2,0,147,0,1,0,0,0,0,0,299,0,0,0,0,174.0,1201.20001,18875.99978,12.97561695,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11152,1706,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,11,0,0,0,260,0,0,0,36,487,0,0,0,0,174.0,1201.20001,18875.99978,26.3859459,1,0.126207,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11153,1722,3,10600,1314,51,,0,0,0,0,0,0,0,0,18,0,0,46,0,38,0,3,5,0,48,185,0,0,0,0,174.0,1201.20001,18875.99978,27.02747315,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11154,1722,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,79,0,0,0,0,189,0,0,0,0,174.0,1201.20001,18875.99978,19.21379654,1,1.94661,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11155,1766,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,0,133,0,0,14,6,0,0,12,143,0,0,0,0,174.0,1201.20001,18875.99978,38.27324226,1,0.694694,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11156,1766,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,139,14,0,2,0,0,0,0,42,102,0,0,0,0,174.0,1201.20001,18875.99978,13.08020637,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11157,1660,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,89,149,0,0,396,0,174.0,1201.20001,18875.99978,13.42572227,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,106
11158,1586,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,174.0,1201.20001,18875.99978,5.421302343,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,106
11159,1586,3,10600,1314,51,,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,34.7644997,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11160,1586,3,10600,1314,51,,0,15,15,15,0,0,0,0,0,0,7,0,292,8,0,0,0,0,0,539,0,0,0,0,174.0,1201.20001,18875.99978,40.8,1,1.30533,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11161,1594,3,10600,1314,51,,0,136,136,136,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,26,0,0,0,0,174.0,1201.20001,18875.99978,12.07026228,1,0.433209,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
11162,1588,3,10600,1314,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,174.0,1201.20001,18875.99978,40.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,0
