MAZ,TAZ,BLKGRP,TRACT,PUMA,COUNTY,DISTRICTXX,TOTNGQHHS,TOTGQHHS,TOTHHS,TOTPOP,EMP_NRM,EMP_CON,EMP_NHTMFG,EMP_HTMFG,EMP_WT,EMP_TWU,EMP_RET,EMP_IFRPBS,EMP_HCS,EMP_OSV,EMP_GOV,EMP_EDU,EMP_AER,EMP_ACC,EMP_FSD,EMP_TOT,ENROLL_K8,ENROLL_912,ENROLL_COLL,TERMTIME,PRKCST_HR,PRKCST_DAY,PRKCST_MNTH,PRKSPACES,ACRES,ACTIVE_ACRES,OSPC_ACRES,ESCOOACCTIME,EBIKEACCTIME,EXTERNAL,EXT_WORK_SIZE,EXT_NWRK_SIZE,TOTINT,EMPDEN,RETDEN,HHDEN,POPDEN,POPEMPDEN,WLKTIME_BUS,WLKTIME_BRT,WLKTIME_LRT,WLKTIME_CR,EXPPRK_MNTH,EXPPRK_DAY,EXPPRK_HR,PARKAREA,Built Form,walk_dist_local_bus,micro_dist_local_bus,walk_dist_premium_transit,micro_dist_premium_transit,MicroAccessTime,nev,microtransit,external_work,external_nonwork,external_MAZ,totint,park_and_ride_spaces
159,1818,1,200,1303,51,,43,0,43,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.945765,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
162,1876,1,200,1303,51,,16,0,16,31,0,0,0,0,0,0,0,53,0,0,0,0,0,0,2,39,0,0,0,0,0.0,0.0,0.0,0.0,1,5.5862498,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
186,1702,2,200,1303,51,,17,0,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
195,1505,2,200,1303,51,,11,0,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
204,1807,2,200,1303,51,,19,0,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
213,1630,3,200,1303,51,,14,0,14,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,133,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
214,2074,3,200,1303,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
232,1860,3,200,1303,51,,10,0,10,19,0,0,0,0,0,0,8,6,4,5,0,0,1,0,4,29,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
233,1760,3,200,1303,51,,23,0,23,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
238,1605,3,200,1303,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0.0,0.0,0.0,0.0,1,42.6255989,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
240,1835,3,200,1303,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3.5267301,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
292,1854,2,301,1303,51,,9,0,9,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,12,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
300,1710,2,301,1303,51,,16,0,16,27,0,0,24,0,78,0,0,4,23,20,0,5,0,0,0,155,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
288,1815,1,301,1303,51,,74,0,74,136,0,0,0,0,0,0,69,2,3,0,0,0,0,0,0,73,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
290,1835,1,301,1303,51,,15,0,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
490,1633,6,302,1303,51,,14,0,14,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
493,1863,6,302,1303,51,,12,0,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
494,2121,6,302,1303,51,,14,0,14,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
342,1863,1,302,1303,51,,14,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
353,1505,1,302,1303,51,,31,0,31,95,0,7,0,0,0,0,0,0,0,3,1,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0,1,6.48107,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
430,2013,4,302,1303,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1.04901,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
436,1843,4,302,1303,51,,14,0,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1.35896,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
437,1875,4,302,1303,51,,13,0,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
465,1835,5,302,1303,51,,15,0,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
10681,1626,3,10200,1316,51,,0,5,5,5,0,368,139,0,7,0,0,11,0,1,0,0,0,0,0,319,0,0,0,0,0.0,0.0,0.0,0.0,1,65.8803024,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
10682,1625,3,10200,1316,51,,0,0,0,0,0,0,112,0,306,26,0,0,0,124,0,0,0,0,0,809,0,0,0,0,0.0,0.0,0.0,0.0,1,33.9525986,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
10683,1625,3,10200,1316,51,,0,0,0,0,0,8,136,0,13,0,0,15,0,0,0,0,0,0,0,122,0,0,375,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
10684,1625,3,10200,1316,51,,0,0,0,0,0,0,0,0,0,0,0,263,4,0,0,0,0,0,0,142,0,0,0,0,0.0,0.0,0.0,0.0,1,54.8277016,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
10685,1625,3,10200,1316,51,,0,0,0,0,0,0,124,0,123,15,0,0,0,2,0,25,0,0,0,365,0,0,0,0,0.0,0.0,0.0,0.0,1,30.8568993,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
7899,1671,2,5700,1314,51,,0,0,0,0,0,0,0,0,6,0,107,57,0,31,2,0,0,0,12,128,0,0,0,0,174.0,1201.20001,18875.99978,25.60132863,1,1.0133801,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
5433,1626,3,3501,1301,51,,21,0,21,50,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
7775,1717,4,5200,1314,51,,6,0,6,7,0,0,0,0,0,0,0,13,3,1,0,0,0,0,0,25,0,0,0,0,87.0,669.19999,10516.00044,41.82668421,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7783,1811,4,5200,1314,51,,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,39,0,0,0,0,87.0,588.00001,9239.999559999998,14.43860764,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7799,1652,2,5500,1314,51,,157,0,157,236,0,0,0,0,2,0,0,13,0,0,1,0,0,0,0,13,0,0,0,0,87.0,588.00001,9239.999559999998,39.15378736,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7809,1935,1,5600,1314,51,,91,0,91,147,0,0,0,0,0,0,1,11,0,1,1,0,0,0,0,12,0,0,0,0,174.0,1201.20001,18875.99978,27.02639812,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,10,10,1,10,106
8742,1619,1,7100,1314,51,,203,0,203,474,0,0,0,0,0,0,2,7,0,6,0,0,8,0,2,23,0,0,0,0,0.0,0.0,0.0,0.0,1,34.4883995,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
10664,1764,1,10200,1316,51,,0,0,0,0,0,0,9,0,0,18,0,2,0,0,20,209,0,0,0,352,0,0,0,0,0.0,0.0,0.0,0.0,1,20.5249004,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
10665,1716,1,10200,1316,51,,3,0,3,6,0,0,0,0,113,0,0,34,0,0,0,0,0,0,0,136,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
10666,1737,1,10200,1316,51,,1,0,1,2,0,2,0,0,0,0,8,1,0,0,0,0,0,0,6,24,0,0,0,0,0.0,0.0,0.0,0.0,1,0.700581,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
10667,1737,1,10200,1316,51,,531,0,531,1375,0,37,8,0,0,2,3,57,0,12,0,0,0,0,34,173,0,0,0,0,0.0,0.0,0.0,0.0,1,5.8668599,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
10668,1745,1,10200,1316,51,,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,42,0,0,128,0,0.0,0.0,0.0,0.0,1,1.07107,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
10669,1745,1,10200,1316,51,,197,8,205,509,0,41,395,0,233,17,0,1370,0,23,22,0,0,0,5,2303,0,0,0,0,0.0,0.0,0.0,0.0,1,32.1753998,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
10670,1745,1,10200,1316,51,,0,0,0,0,0,7,2,2,127,13,34,201,0,0,0,0,0,0,0,342,0,0,0,0,0.0,0.0,0.0,0.0,1,10.5696001,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
10671,1765,1,10200,1316,51,,1,0,1,2,0,21,0,0,0,951,14,21,0,0,8,0,0,0,23,1328,0,0,0,0,0.0,0.0,0.0,0.0,1,279.0650024,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
8619,1677,2,6701,1314,51,,44,0,44,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1953,1863,2,1101,1305,51,,25,0,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
1965,1986,2,1101,1305,51,,28,0,28,33,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1967,1757,2,1101,1305,51,,60,0,60,74,0,0,12,0,0,0,0,2,0,4,0,0,0,0,40,63,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1972,1574,2,1101,1305,51,,1,0,1,2,0,0,0,0,0,0,0,10,0,8,1,0,0,0,8,34,0,0,453,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1974,1821,2,1101,1305,51,,53,0,53,77,0,0,4,0,0,0,4,6,0,1,0,0,0,0,10,22,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1975,1690,2,1101,1305,51,,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,25,0,0,221,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1842,1860,1,1101,1305,51,,0,0,0,0,0,0,196,0,1,0,0,4,0,0,0,0,0,0,26,125,0,0,0,0,104.4,120.4,1892.0,38.88056897,1,0.647664,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1848,1779,1,1101,1305,51,,0,0,0,0,0,2,20,0,6,0,0,1,0,0,0,0,0,0,19,51,0,0,0,0,104.4,120.4,1892.0,25.97385876,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1852,1601,1,1101,1305,51,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,104.4,120.4,1892.0,39.07322466,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1861,1871,1,1101,1305,51,,0,0,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0,0,22,61,0,0,0,0,104.4,120.4,1892.0,25.50813483,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1862,1839,1,1101,1305,51,,0,0,0,0,0,0,14,0,4,0,17,0,0,0,0,0,0,0,0,24,0,0,0,0,104.4,120.4,1892.0,26.48285735,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
1870,1781,1,1101,1305,51,,0,0,0,0,0,1,16,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,104.4,120.4,1892.0,39.053858,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
1874,2057,1,1101,1305,51,,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,7,0,0,0,0,104.4,120.4,1892.0,26.50017455,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1884,1839,1,1101,1305,51,,0,0,0,0,0,0,0,0,5,0,12,51,0,17,0,0,0,0,0,53,0,0,0,0,104.4,120.4,1892.0,25.99987948,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
1900,1810,1,1101,1305,51,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,34,0,3,0,0,39,0,0,0,0,104.4,120.4,1892.0,26.39990712,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
1901,1970,1,1101,1305,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,58,113,0,0,0,0,104.4,120.4,1892.0,25.99995785,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1920,1777,1,1101,1305,51,,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,104.4,120.4,1892.0,16.31703897,1,1.0986201,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1938,1572,1,1101,1305,51,,0,0,0,0,0,0,1,0,0,0,7,0,0,3,0,0,0,0,0,8,0,0,0,0,104.4,120.4,1892.0,13.7074133,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
1939,1842,1,1101,1305,51,,31,73,104,108,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,5,0,0,397,0,104.4,120.4,1892.0,25.99993983,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
3450,2013,2,2100,1305,51,,19,0,19,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
3455,1686,2,2100,1305,51,,32,0,32,57,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,24,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
3468,1636,2,2100,1305,51,,12,0,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
3469,1608,2,2100,1305,51,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
3470,1854,2,2100,1305,51,,14,0,14,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
3478,1779,2,2100,1305,51,,10,0,10,18,0,0,0,0,3,0,3,0,2,0,0,2,0,0,0,12,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
3488,1799,2,2100,1305,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,2,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7449,1986,1,4800,1314,51,,92,0,92,130,0,0,0,0,0,0,22,3,0,6,1,0,0,0,133,115,0,0,0,0,139.2,240.8,3784.0,40.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7480,2029,1,4900,1314,51,,2,0,2,4,0,2,0,0,0,0,0,34,0,0,0,0,11,0,0,102,0,0,0,0,139.2,240.8,3784.0,107.2,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
7485,1628,1,4900,1314,51,,31,0,31,42,0,0,5,0,1,0,0,0,10,4,0,26,0,0,0,29,0,0,0,0,139.2,240.8,3784.0,13.00000639,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,1,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
533,1572,2,401,1303,51,,8,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
535,2013,2,401,1303,51,,8,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
543,1945,2,401,1303,51,,8,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
544,1716,2,401,1303,51,,14,0,14,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
551,1977,2,401,1303,51,,9,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
519,1774,1,401,1303,51,,25,0,25,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
520,1835,1,401,1303,51,,25,0,25,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
526,1572,1,401,1303,51,,19,0,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
559,1779,3,401,1303,51,,8,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
560,1769,3,401,1303,51,,7,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,106
564,1845,3,401,1303,51,,8,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
574,1837,3,401,1303,51,,12,0,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
586,1601,3,401,1303,51,,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
603,1836,3,401,1303,51,,13,0,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
604,1928,3,401,1303,51,,8,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,,64,,,,,,,,,,,,3,,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,10,0
