,NO,XCOORD,YCOORD,LINES
2576,57381.0,7629358.858717709,641356.8827136856,"037LGeb,037LGwb"
2577,57383.0,7629044.008488011,671593.2234863518,"054BHib,054BHob,056SMib,056SMob"
2578,57385.0,7647392.791485574,618731.7550634205,"153Snb,153Ssb"
2579,57388.0,7635887.806167209,667405.8892419599,"001Viam,001Vopm,044CCnb,045GHib,045GHob"
2580,57389.0,7648176.809353614,685476.2442523952,"006Mib,PSCLP"
2581,57393.0,7658334.995869982,635438.4940769047,"034LRnb,034LRsb"
2582,57394.0,7652340.2271804465,677442.2798844663,"002FXDeb,002FXDwb,010Heb,010Hwb,070Tnb,070Tsb"
2583,57395.0,7716962.94012587,690309.6225191662,"077BRwb,077BTeb,077BTwb,081Knb,081Ksb"
2584,57397.0,7641874.08804817,686917.2752344694,PSCNSsb
2585,57401.0,7669429.503259,687628.7027573151,"072Knb,072Ksb,287Eeb,287Ewb,292Reb,292Rwb"
2586,57404.0,7670942.548085091,598780.1214601563,"SCCCnb,SCCCsb"
2587,57407.0,7648398.901497797,684154.5952091076,"006Mob,012PTnb,019WGnb,020BSeb,PSCLP"
2588,57412.0,7661840.530081049,650025.5063509141,"029LWeb,029LWwb"
2589,57413.0,7642391.706083404,685611.0793220758,"077BRwb,077BTwb"
2590,57417.0,7654459.712919415,630195.046189995,"035Mnb,035Msb,035MTnb,035MTsb"
2591,57419.0,7614633.029266052,646688.9933778903,"094TSnb,094TSsb"
2592,57422.0,7650666.285832563,681746.4856928918,"015BCeb,015BMeb,015BYeb"
2593,57425.0,7649199.514499019,676532.647565195,"009Pwb,017HBnb,017Hnb,019WGnb,291Onb"
2594,57430.0,7672165.04433008,681855.5637110372,"015BMeb,015BYeb"
2595,57431.0,7613402.505505003,671837.7950754934,"053AAam,053AApm,054BHib,054BHob"
2596,57433.0,7695541.995083983,670481.6355631838,"082SGeb,082SGwb,087AWeb,087AWwb"
2597,57436.0,7657967.919735836,676763.0449260054,"075CLnw,075CLse"
2598,57437.0,7549406.356512708,686045.1134901452,"057FGeb,057FGwb"
2599,57438.0,7654257.984915964,672101.4543028239,"017HBnb,017HBsb,017Hnb,017Hsb"
2600,57441.0,7644649.808199608,682791.8162835418,"015BCeb,015BMeb,015BYeb"
2601,57442.0,7648495.692091377,687279.9133597428,"006Mob,008JNnb,008JNsb,077BReb,077BRwb,077BTeb,077BTwb,287Ewb,292Rwb,PSCLP"
2602,57444.0,7640912.781825558,675679.9513598126,008JNsb
2603,57445.0,7641156.941363361,675695.5605109441,"008JNnb,008JNsb,043TMib,056SMib,C190Asb,C190Pnb"
2604,57447.0,7663174.00854801,621423.9069477218,"032OFsb,CCCCsb"
2605,57451.0,7660263.413126817,689464.6512292104,"012PTnb,012PTsb"
2606,57452.0,7674340.94868189,649981.6999633037,"156Meb,156Mwb"
2607,57453.0,7675298.0446960805,650380.5071609248,"156Meb,156Mwb"
2608,57455.0,7593875.687051364,692153.5348069862,"047HWeb,047HWwb,047OWeb,047OWwb"
2609,57462.0,7652087.874875744,677453.2517064165,"002FXDeb,002FXDwb,010Heb,010Hwb,070Tnb,070Tsb"
2610,57463.0,7652224.108548208,677447.156294232,"002FXDeb,002FXDwb,010Heb,010Hwb,070Tnb,070Tsb"
2611,57466.0,7712850.2404004745,672898.7293973737,"081Knb,081Ksb"
2612,57467.0,7646759.051918096,686187.3477746145,"004Fob,008JNnb,035Mnb,035MTnb,040TSnb,044CMnb,077BReb,077BTeb,287Eeb,288WReb,292Reb,293Ynb,C105Pnb,C105Xnb"
2613,57468.0,7671781.455362902,674225.0148499337,"009Peb,009Pwb"
2614,57469.0,7671997.643995278,674218.7484374151,"009Peb,009Pwb"
2615,57471.0,7644112.429024849,685090.0698800525,"077BReb,077BTeb,C164Pnb"
2616,57472.0,7646107.092214177,643344.7866894857,"153Snb,153Ssb"
2617,57474.0,7648253.192006378,679221.4232427514,PSCLP
2618,57476.0,7615107.475814945,679355.7254113599,"059Web,059Wwb"
2619,57477.0,7669975.066850126,637572.5871450733,"079COnb,079COsb"
2620,57480.0,7595710.84882169,696031.4882628889,"052FPnb,052FPsb,052FWnb,052FWsb"
2621,57483.0,7665608.270716536,629982.3039645042,079COsb
2622,57486.0,7614711.689123366,671805.9114117305,"054BHib,054BHob"
2623,57487.0,7614866.36293272,671804.1832082806,"054BHib,054BHob"
2624,57489.0,7647747.870495735,710090.4923808972,"006Mib,006Mob"
2625,57490.0,7686517.095134185,641879.9008597094,"030Eeb,030Ewb,156Meb,156Mwb"
2626,57494.0,7632325.574151143,645882.5898651002,"038BFnb,038BFsb"
2627,57495.0,7618054.131608258,679179.72585937,"059Web,059Wwb,288WReb"
2628,57496.0,7667384.634769261,695506.2910125077,"071PCnb,071PCsb"
2629,57497.0,7667133.834267663,695516.5910330892,"071PCnb,071PCsb"
2630,57503.0,7658039.451778894,683450.2718004605,"075CLnw,075CLse"
2631,57504.0,7640904.306224441,683492.5784438219,024FRwb
2632,57505.0,7641005.140261712,683732.6060337408,024FRwb
2633,57507.0,7645155.038310068,684311.798323502,"012PTnb,012PTsb,019WGnb,019WGsb,020BSeb,020BSwb"
2634,57513.0,7617724.952949897,681128.4886568865,"020BSeb,020BSwb,059Web,059Wwb,288WReb,288WRwb"
2635,57514.0,7646425.769851534,680390.6700812437,"006Mib,006Mob,010Heb,010Hwb,014Heb,014Hwb"
2636,57515.0,7686855.295710584,646727.4850548777,"156Meb,156Mwb"
2637,57516.0,7614453.457806909,635150.1970003108,RCTBlp
2638,57520.0,7704198.576997144,672482.9098657395,"082SGeb,082SGwb"
2639,57521.0,7624802.866405725,726411.4700228553,"011Reb,011Rwb"
2640,57522.0,7623633.02946605,727208.4646168479,"011Reb,011Rwb"
2641,57531.0,7669331.2198624285,684209.1029181088,"072Knb,072Ksb"
2642,57536.0,7643575.915849209,658760.8304980098,035MTnb
2643,57538.0,7660699.921399834,685132.2702644566,"019WGnb,019WGsb"
2644,57539.0,7532847.700495395,689163.265126442,"RCGElp,RCGWlp"
2645,57545.0,7643453.767007528,704053.3971067006,"004Fib,004Fob,075CLnw,075CLse,293Ynb,293Ysb"
2646,57549.0,7668853.928307846,665795.6992913077,"019WGnb,019WGsb,072Knb,072Ksb"
2647,57550.0,7647538.988777969,708956.7619134415,006Mob
2648,57552.0,7609936.864473723,632565.3223305593,RCTBlp
2649,57561.0,7650186.503873004,630940.9744818705,"153Snb,153Ssb"
2650,57563.0,7652285.904671801,675442.036583981,"009Peb,009Pwb,070Tnb,070Tsb"
2651,57564.0,7649502.299004588,712021.2240423578,"011Reb,011Rwb"
2652,57565.0,7644367.883335757,684824.3576486332,"002FXDwb,004Fob,008JNnb,009Pwb,016FSob,017HBnb,017Hnb,035Mnb,035MTnb,040TSnb,044CCnb,044CMnb,054BHib,287Eeb,288WReb,291Onb,292Reb,293Ynb,C105Pnb,C105Xnb"
2653,57566.0,7642589.953679897,682515.8002315189,"063WPib,PSCLP,PSCNSnb"
2654,57567.0,7708154.111308217,644362.6013251118,"SAMCeb,SAMCwb"
2655,57568.0,7709442.618885228,644336.7886734941,"SAMCeb,SAMCwb"
2656,57571.0,7665556.417212825,683774.7649494356,"020BSeb,020BSwb"
2657,57575.0,7648217.052434096,686740.7184813521,"006Mib,287Eeb,292Reb"
2658,57578.0,7570354.582409157,696341.4330827761,"046NHeb,046NHwb"
2659,57581.0,7656269.2393384725,679980.525960975,"014Heb,014Hwb"
2660,57582.0,7686891.690883375,684448.2745964618,"025GTeb,025GTwb,086Rnb,086Rsb"
2661,57583.0,7642730.076260147,683586.268872451,"015BCeb,015BCwb,015BMeb,015BMwb,015BYeb,015BYwb,063WPob,287Eeb,288WReb,292Reb,PSCLP,PSCNSsb"
2662,57584.0,7642824.8665497275,683826.1464521928,"015BCwb,015BMwb,015BYwb,063WPob,PSCLP,PSCNSsb"
2663,57588.0,7641523.241546475,682107.5624150278,"006Mib,045GHib,055Hib,058Cob"
2664,57589.0,7647126.564453123,686532.4559648309,"004Fob,008JNnb,035Mnb,035MTnb,040TSnb,044CMnb,077BReb,077BTeb,287Eeb,288WReb,292Reb,293Ynb,C105Pnb,C105Xnb"
2665,57593.0,7616225.119250234,660176.7513534199,"045GHib,045GHob,062Mnb,062Msb"
2666,57594.0,7529394.910689815,690192.5775850628,RCGWlp
2667,57595.0,7671240.651681295,674237.9463758024,"009Peb,009Pwb"
2668,57598.0,7691323.456846906,684320.9908418888,"025GTeb,025GTwb"
2669,57599.0,7640278.24385648,696431.071162054,"040RSnb,040RSsb,040TSnb,040TSsb,072Knb,072Ksb"
2670,57600.0,7640855.969511934,696413.6105271273,"040RSnb,040TSnb,072Knb,072Ksb"
2671,57605.0,7658082.8733657375,684900.2597004297,"075CLnw,075CLse"
2672,57607.0,7675870.858241706,695938.1219761607,MAClp
2673,57608.0,7675884.819969636,696545.3735906617,"021PGeb,021PGwb,087AWeb,087AWwb,292Reb,292Rwb,MAClp"
2674,57611.0,7643477.265854524,682147.5662950398,"001Viam,002FXDwb,004Fob,008JNnb,009Pwb,012PTnb,017HBnb,017Hnb,019WGnb,035Mnb,035MTnb,040TSnb,044CCnb,044CMnb,054BHib,063WPib,291Onb,293Ynb,C105Pnb,C105Psb,C105Xnb,C164Pnb,C164Psb"
2675,57612.0,7649842.88768577,675988.0507760191,"019WGnb,019WGsb,070Tnb,070Tsb"
2676,57613.0,7646807.703515402,693896.7351933987,044CMsb
2677,57618.0,7649838.635577262,675853.401006711,"019WGnb,019WGsb,070Tnb,070Tsb"
2678,57619.0,7716998.030696052,686313.2074263309,"025GTeb,025GTwb"
2679,57621.0,7656984.214868423,674485.9626718368,"009Peb,009Pwb"
2680,57626.0,7671215.0745301405,668002.0905040932,"010Hwb,014Hwb,073FPnb,086Rnb"
2681,57627.0,7670963.314526623,668115.1616302353,"010Heb,010Hwb,014Heb,014Hwb"
2682,57628.0,7591312.466824927,669730.7388613846,"088Heb,088Hwb"
2683,57631.0,7634643.153586301,587315.9592318217,"CA99Xow,CA99Xwc,CA99Xwo,CAlp,SM3Xeb,SM3Xwb"
2684,57636.0,7672391.312782619,651686.1295721772,"155Seb,155Swb,156Meb,156Mwb,CCINlp,SAMCeb,SAMCwb"
2685,57637.0,7670603.892807779,652694.1637882385,"155Seb,155Swb,156Meb,156Mwb,CCINlp,SAMCeb,SAMCwb"
2686,57638.0,7650395.669591329,681752.9388057836,"015BCeb,015BMeb,015BYeb"
2687,57642.0,7624965.249930491,648740.279980459,038BFsb
2688,57644.0,7551242.430884853,685912.2347243835,"057FGeb,057FGwb,RCClp"
2689,57645.0,7615182.830365653,682382.1647642496,"020BSeb,020BSwb,048Ceb,048Cwb,062Mnb,062Msb,RCBeb,RCBwb"
2690,57647.0,7650270.9005417945,684090.6681812371,"012PTnb,019WGnb,020BSeb"
2691,57649.0,7592847.37909475,688944.9816898794,"047HWeb,047HWwb,047OWeb,047OWwb"
2692,57651.0,7656314.479128951,681579.9903598937,"015BCeb,015BCwb,015BMeb,015BMwb,015BYeb,015BYwb"
2693,57653.0,7706601.703003395,683969.7241393753,"021PGeb,021PGwb"
2694,57654.0,7638650.738501469,648022.5158449493,"037LGeb,037LGwb,078BLeb,078BLwb,078TLeb,078TLwb"
2695,57655.0,7591545.904591802,674503.7692074609,"088Heb,088Hwb"
2696,57658.0,7629657.565415124,641614.8440295933,"037LGeb,037LGwb"
2697,57668.0,7564512.605825206,685542.3295845774,"047HWwb,048Cwb,057FGwb,288HWwb"
2698,57669.0,7644365.36863073,685870.8868416882,"002FXDwb,009Pwb,017HBnb,017Hnb,054BHib,291Onb,293Ynb"
2699,57672.0,7597399.792699581,686124.2681484347,"059Web,059Wwb"
2700,57675.0,7718471.760143516,685803.3683066504,"025GTeb,025GTwb"
2701,57676.0,7644891.792483579,633841.7572834291,"153Snb,153Ssb"
2702,57679.0,7628847.965595921,670332.1789642695,001Viam
2703,57684.0,7621882.643765278,717064.2341283807,"044CMnb,044CMsb"
2704,57688.0,7700830.586261165,644415.4001307238,"SAMCeb,SAMCwb"
2705,57697.0,7674974.534549064,691859.9777198691,"022PReb,022PRwb,087AWeb,087AWwb,292Rwb"
2706,57704.0,7614066.699633389,681661.3596226383,"020BSeb,020BSwb,RCBeb"
2707,57706.0,7609169.927039848,668296.8893936924,"088Heb,088Hwb"
2708,57707.0,7634264.238028468,656247.4045947222,"039AHnb,039AHsb"
2709,57708.0,7665955.283010556,650656.7893134917,"034LRnb,034LRsb,152Meb,152Mwb"
2710,57711.0,7715730.8028615955,690678.1166561473,"077BRwb,077BTeb,081Knb,081Ksb"
2711,57712.0,7715616.416532825,683682.1782642554,"081Knb,081Ksb"
2712,57713.0,7620648.354896705,604674.6556492205,"SM2Xnb,SM2Xsb,SM4eb,SM4wb,SM7Elp,SMVSeb,SMVSwb"
2713,57714.0,7636608.938917872,684670.561141019,"063WPib,063WPob"
2714,57717.0,7588837.4774749465,691855.6007111162,"048Ceb,048Cwb"
2715,57719.0,7642394.255988507,685094.1436882131,"077BReb,077BTeb"
2716,57722.0,7606175.371350736,679477.038053989,"062Mnb,062Msb"
2717,57723.0,7654493.185386364,686262.6597252429,"012PTnb,012PTsb"
2718,57724.0,7646090.467780924,621653.0545060299,"153Snb,153Ssb"
2719,57728.0,7631817.472834939,663637.2010743048,"045GHib,045GHob"
2720,57730.0,7641355.341110672,686916.1408321883,PSCNSsb
2721,57733.0,7625806.596413185,708634.9427698002,"004Fib,004Fob,011Reb,011Rwb,016FSib,016FSob,044CMnb,044CMsb"
2722,57736.0,7629086.790400121,646760.8522660246,"038BFnb,038BFsb"
2723,57737.0,7544350.333800662,686164.5545290214,057FGeb
2724,57738.0,7644636.143572278,684309.2475184207,"001Viam,001Vopm,002FXDeb,004Fib,008JNsb,009Peb,012PTnb,012PTsb,017HBsb,017Hsb,019WGnb,019WGsb,020BSeb,020BSwb,035Msb,035MTsb,040TSsb,044CMsb,054BHob,287Ewb,288WRwb,291Osb,292Rwb,293Ysb,C105Asb,C105Xsb"
2725,57739.0,7644889.826479645,684311.3907226836,"012PTnb,012PTsb,019WGnb,019WGsb,020BSeb,020BSwb"
2726,57741.0,7666688.43337686,630479.4609588303,"079COnb,CCCCnb"
2727,57743.0,7668712.727925448,660274.3562486388,"072Knb,072Ksb"
2728,57744.0,7599057.7494154945,685166.4454327979,"059Web,059Wwb"
2729,57745.0,7615572.774345543,681862.3980247072,"020BSeb,020BSwb,048Ceb,048Cwb,062Mnb,062Msb,RCBeb,RCBwb"
2730,57747.0,7635551.711203414,708471.7603434244,"004Fib,004Fob"
2731,57748.0,7657775.676551348,671593.8986877038,"075CLnw,075CLse"
2732,57749.0,7657804.504909003,672003.3537066208,"017HBnb,017HBsb,017Hnb,017Hsb,075CLnw,075CLse"
2733,57751.0,7655607.676915347,656112.4592248267,"033MKnb,033MKsb,075CLnw,075CLse"
2734,57756.0,7620877.52435504,605448.2331963895,"SM2Xnb,SM2Xsb,SM4eb,SM4wb,SM7Elp,SMVSeb,SMVSwb"
2735,57760.0,7659325.964451918,662737.9329757829,"075CLnw,075CLse"
2736,57765.0,7681655.4345108615,673967.4913348999,"009Peb,009Pwb"
2737,57767.0,7647171.399154968,647721.7778763608,"035Mnb,035Msb,035MTnb,035MTsb"
2738,57769.0,7630660.079420151,710139.2849784789,"004Fib,004Fob,011Reb,011Rwb"
2739,57772.0,7582700.44760089,696231.7474633905,"RCNHam,RCNHpm"
2740,57775.0,7634738.6625957815,676953.4255663266,"051VBib,051VBob,051VCib,051VCob"
2741,57778.0,7645805.408210807,683441.3219825684,016FSib
2742,57780.0,7650157.035914063,682283.8038675302,070Tnb
2743,57783.0,7642341.726783444,706599.8369995755,"293Ynb,293Ysb"
2744,57786.0,7613538.892477777,673061.886523688,"058Cib,058Cob,288WReb,288WRwb"
2745,57788.0,7660141.873483737,685132.3976647187,"019WGnb,019WGsb"
2746,57789.0,7644762.826525643,678508.5155169485,"035Msb,035MTsb,040TSsb,PSCNSnb,PSCNSsb"
2747,57790.0,7568110.635621261,684925.7574514202,"047HWeb,048Ceb,057FGeb,057FGwb"
2748,57795.0,7680066.56013311,694526.0890520938,"073FPnb,073FPsb"
2749,57796.0,7680082.659065308,695124.5723490508,"073FPnb,073FPsb"
2750,57797.0,7667563.604127199,677255.1163101515,"002FXDeb,002FXDwb"
2751,57799.0,7651385.803171599,688233.6551672209,"017HBnb,077BReb,077BTeb"
2752,57801.0,7670558.29401658,638218.0643360456,"079COnb,079COsb"
2753,57802.0,7669293.289386571,681142.7619854459,"072Knb,072Ksb"
2754,57803.0,7724032.451064894,649319.0169379456,"SAMCeb,SAMCwb"
2755,57804.0,7724392.956185907,649312.7363253842,"SAMCeb,SAMCwb"
2756,57805.0,7644355.185210363,698758.8391175965,"072Knb,072Ksb"
2757,57807.0,7580545.94329188,689993.8757876479,"048Ceb,048Cwb,288HWeb,288HWwb,RCNHam,RCNHpm"
2758,57810.0,7632408.5524171,659396.1004921078,"012Bsb,012PTnb,012PTsb,039AHnb,039AHsb"
2759,57811.0,7709614.791729578,675344.5361889746,"002FXDeb,002FXDwb,287Eeb,287Ewb,287Geb"
2760,57814.0,7675572.811045616,680569.421738756,"015BMeb,015BMwb,015BYeb,015BYwb"
2761,57819.0,7647074.5420490755,691810.6569212036,"004Fob,024FReb,044CMnb"
2762,57822.0,7644390.659281313,682899.3908987001,"015BCeb,015BMeb,015BYeb"
2763,57823.0,7549105.282310555,686014.4803288897,057FGeb
2764,57825.0,7710786.803073598,644292.0909840805,"SAMCeb,SAMCwb"
2765,57829.0,7652219.634039258,681694.6910892966,"015BCeb,015BMeb,015BYeb"
2766,57830.0,7602812.7052254,664533.4380667971,"088Heb,088Hwb"
2767,57835.0,7726268.652537297,593409.1868182954,"CCESeb,CCESwb"
2768,57837.0,7647141.750883492,694810.5556210313,044CMnb
2769,57840.0,7602589.987979971,687442.7717854549,"067Bnb,067Bsb"
2770,57841.0,7707066.771133536,674672.1439442127,009Peb
2771,57845.0,7616636.341072677,668129.3298585702,"053AAam,053AApm"
2772,57846.0,7615461.400922799,668174.4319487779,"053AAam,053AApm"
2773,57848.0,7634938.564777124,705081.2432623871,"075CLnw,075CLse"
2774,57852.0,7750953.901907797,635806.8716136575,"MHEXib,MHVSib,SAMCeb,SAMEnb,SAMEsb,SAMGeb,SAMSlp"
2775,57859.0,7648787.636375263,638994.5386889962,"035Mnb,035Msb,035MTnb,035MTsb"
2776,57865.0,7656290.951981896,691500.2772004728,"070Tnb,070Tsb"
2777,57866.0,7639794.679460518,685615.6561983022,"077BReb,077BRwb,077BTeb,077BTwb"
2778,57867.0,7690162.272624537,681701.0260019515,"020BSeb,020BSwb"
2779,57868.0,7642264.461335319,658947.6746777662,"038BFnb,038BFsb,039AHnb,039AHsb"
2780,57869.0,7638245.623707861,689520.5523327284,"015BMeb,015BMwb,015BYeb,015BYwb,077BReb,077BRwb,077BTeb,077BTwb"
2781,57872.0,7535884.998769991,683307.5982151115,RCGElp
2782,57878.0,7678621.191690385,699790.7033588557,"087AWeb,087AWwb"
2783,57879.0,7690376.178952351,679694.0812880757,"074Nnb,074Nsb"
2784,57884.0,7669651.943003881,693313.614327148,"072Knb,072Ksb"
2785,57887.0,7625348.862697717,649973.3053465241,"078BLeb,078BLwb,078TLeb,078TLwb"
2786,57889.0,7750996.882793761,635698.3653966441,"MHEXob,MHVSob,SAMCeb,SAMEnb,SAMEsb,SAMGeb,SAMSlp"
2787,57890.0,7645282.37956475,713419.7233393491,"011Reb,011Rwb"
2788,57893.0,7620416.87383374,633246.8341935751,"076HMnb,076HMsb,076HOnb,076HOsb,097TSeb,097TSwb,RCTBlp,RCTRlp"
2789,57903.0,7629888.5441770805,588559.5455189962,SM3Xwb
2790,57904.0,7724337.948675891,621949.8438995846,"030Eeb,030Ewb"
2791,57905.0,7658516.831333654,656570.5601410327,"033MKnb,033MKsb"
2792,57912.0,7720444.940889876,595530.891061688,"CCESeb,CCESwb"
2793,57913.0,7661480.507761006,677384.6075691234,"002FXDeb,002FXDwb,071PCnb,071PCsb"
2794,57914.0,7711001.522003037,600744.5014889173,"CCESeb,CCESwb"
2795,57915.0,7623148.0466960855,717554.9960099023,"011Reb,011Rwb,044CMnb,044CMsb"
2796,57916.0,7657579.508359008,674539.99977991,"009Peb,009Pwb"
2797,57917.0,7605588.669577329,670351.4285027721,"062Mnb,062Msb"
2798,57919.0,7585297.751395495,695464.5718290508,"047HWeb,047HWwb,047OWeb,047OWwb"
2799,57924.0,7639935.131170253,701537.1866742828,"035Mnb,035Msb,035MTnb,035MTsb,044CMnb,044CMsb"
2800,57925.0,7616094.482988955,604798.4733968483,"SM3Xeb,SM4eb,SM4wb,SM7Elp,SMVSeb,SMVSwb"
2801,57926.0,7644675.027187133,713444.4318163382,"006Mib,006Mob,011Reb"
2802,57929.0,7648037.990475973,681561.2501224155,"006Mib,PSCLP"
2803,57931.0,7632766.722633438,651034.215068348,"038BFnb,038BFsb,078BLeb,078BLwb,078TLeb,078TLwb"
2804,57936.0,7659366.681733355,665493.9153877344,"075CLnw,075CLse"
2805,57938.0,7621079.671159334,650925.9970519042,"078BLeb,078BLwb,078TLeb,078TLwb"
2806,57939.0,7620820.483640956,651058.3161165285,"012Bsb,012PTnb,012PTsb,043TMib,043TMob,078BLeb,078BLwb,078TLeb,078TLwb"
2807,57941.0,7643143.514787022,680604.7548094142,"001Vopm,002FXDeb,008JNsb,009Peb,012Bsb,012PTsb,017HBsb,017Hsb,019WGsb,035Msb,035MTsb,040TSsb,044CMsb,054BHob,291Osb,293Ysb,C105Anb,C105Asb,C105Xsb,C164Anb,C164Asb"
2808,57944.0,7676857.535115064,693929.810859524,"022PReb,022PRwb"
2809,57947.0,7612848.942097874,641805.2438103844,"RCKeb,RCKwb"
2810,57949.0,7674959.8403196735,673617.6556352216,"009Peb,009Pwb"
2811,57951.0,7640805.763247281,683253.5594172467,063WPib
2812,57952.0,7671632.677565349,615745.3191905599,"CCESeb,CCESwb"
2813,57956.0,7642654.984009956,687432.8027655139,PSCNSnb
2814,57957.0,7618785.037570066,641691.5833830753,"RCKeb,RCKwb"
2815,57960.0,7641778.3654567255,588249.8173995394,"CAlp,SCCAlp"
2816,57961.0,7720989.383378756,648566.6233331641,"SAMCeb,SAMCwb"
2817,57962.0,7666402.8588057095,677277.56945504,"002FXDeb,002FXDwb"
2818,57964.0,7672485.886871766,649432.978265861,"156Meb,156Mwb,CCINlp"
2819,57967.0,7651150.365700726,689016.0932320883,"008JNnb,008JNsb"
2820,57970.0,7624269.448538889,670662.6413251996,"056SMib,056SMob"
2821,57971.0,7662817.282534557,687710.7049213242,"071PCnb,071PCsb,077BReb,077BRwb,077BTeb,077BTwb,287Eeb,292Reb"
2822,57974.0,7598629.4572262755,628501.054284982,097TSeb
2823,57980.0,7531795.444890883,686414.4589288326,"057FGwb,RCGWlp"
2824,57981.0,7638423.325546642,697781.1498622188,"040RSnb,040RSsb,040TSnb,040TSsb"
2825,57984.0,7656212.466224924,688410.1303201729,"070Tnb,070Tsb,077BReb,077BRwb,077BTeb,077BTwb"
2826,57986.0,7644150.107800206,681593.6240871596,"006Mib,010Hwb,014Hwb"
2827,57992.0,7536090.496380987,687805.6792112875,RCGElp
2828,57996.0,7533194.483988962,686359.2869184857,"057FGwb,RCGElp,RCGEMlp,RCWeb"
2829,57998.0,7577663.005926003,685073.8444476024,"047HWeb,047HWwb"
2830,57999.0,7646705.955811901,688230.3850606905,"004Fib,044CMsb,C105Asb,C105Xsb"
2831,58001.0,7673326.320352635,641282.511064926,CCINlp
2832,58002.0,7650222.800445595,676027.8520556175,"009Peb,009Pwb,017HBnb,017HBsb,017Hnb,017Hsb,070Tnb,070Tsb,291Onb,291Osb"
2833,58005.0,7658975.32765065,688828.1452562064,"075CLnw,075CLse"
2834,58009.0,7620104.349308694,679776.1585522359,"020BSeb,020BSwb"
2835,58011.0,7614479.784459558,682398.1347961889,"020BSeb,020BSwb,RCBeb,RCBwb"
2836,58012.0,7642205.213710415,683802.8366055739,"015BCeb,015BMeb,015BYeb,287Eeb,288WReb,292Reb"
2837,58014.0,7661333.840467671,671904.5223089645,"017HBnb,017HBsb,017Hnb,017Hsb,071PCnb,071PCsb"
2838,58016.0,7635448.2561841635,684519.0559925175,"020BSeb,020BSwb"
2839,58018.0,7569499.181398357,688113.4597268344,"048Ceb,048Cwb"
2840,58020.0,7669634.724669442,692793.7268873678,"024FReb,024FRwb,072Knb,072Ksb"
2841,58022.0,7624580.167660326,641859.0709180445,"038BFnb,038BFsb,096TCib,096TMib"
2842,58023.0,7663116.626233247,623091.7461834024,"032OFnb,032OFsb"
2843,58027.0,7642780.796661586,680471.2543424234,"001Viam,002FXDwb,008JNnb,009Pwb,012PTnb,017HBnb,017Hnb,019WGnb,035Mnb,035MTnb,040TSnb,044CCnb,044CMnb,054BHib,291Onb,293Ynb,C105Pnb,C105Psb,C164Pnb,C164Psb"
2844,58032.0,7683164.8223296385,681853.2013063151,"020BSeb,020BSwb"
2845,58034.0,7646762.11182422,686715.660031239,"004Fib,008JNsb,035Msb,035MTsb,040TSsb,044CMsb,077BRwb,077BTwb,287Ewb,288WRwb,292Rwb,293Ysb,C105Asb,C105Xsb"
2846,58035.0,7646808.515017022,686785.7826714873,"004Fib,008JNnb,008JNsb,035Mnb,035MTnb,040TSnb,040TSsb,044CMsb,077BRwb,077BTwb,287Ewb,288WRwb,292Rwb,293Ynb,C105Asb,C105Pnb,C105Xnb,C105Xsb"
2847,58036.0,7634561.321464198,667455.8916085742,"001Viam,001Vopm,045GHib,045GHob"
2848,58038.0,7686687.792475579,676340.4679808338,"002FXDeb,002FXDwb,086Rnb,086Rsb"
2849,58040.0,7633417.386834768,703006.2508124138,"044CMnb,044CMsb"
2850,58042.0,7530337.1116742175,688014.162228238,RCGWlp
2851,58045.0,7665355.643411276,642818.0660360515,"029LWeb,029LWwb,031Wnb,031Wsb"
2852,58048.0,7569107.103614199,685787.5435749935,"288HWeb,288HWwb"
2853,58052.0,7652975.0055500055,654737.1207741451,"029LWeb,029LWwb,032OFnb,032OFsb,033MKnb,033MKsb,034LRnb,034LRsb,291Onb,291Osb"
2854,58055.0,7640620.808741609,696140.7423814096,"035Mnb,035Msb,035MTnb,035MTsb,040RSnb,040TSnb,072Ksb"
2855,58056.0,7541029.489758973,686317.7203353519,"057FGeb,057FGwb,RCClp,RCGEMlp"
2856,58057.0,7719748.293396578,647971.3431426004,"SAMCeb,SAMCwb"
2857,58059.0,7653662.366124724,693244.0664880509,"017HBnb,017HBsb,024FReb,024FRwb"
2858,58064.0,7653627.316854628,677402.5866050898,"002FXDeb,002FXDwb,010Heb,010Hwb"
2859,58068.0,7640648.839006982,683594.2844251889,"024FReb,024FRwb,063WPob,287Eeb,287Ewb,288WReb,288WRwb,292Reb,292Rwb"
2860,58069.0,7664493.140086269,609716.667633253,CCOClp
2861,58071.0,7661072.51034501,623067.2205343473,CCCCsb
2862,58072.0,7708377.431454856,674641.4105827363,"009Pwb,SAMGeb"
2863,58073.0,7649597.54596804,653353.4221839006,"035Mnb,035Msb,035MTsb"
2864,58075.0,7655094.418788829,688436.7317733683,"070Tnb,070Tsb,077BReb,077BRwb,077BTeb,077BTwb"
2865,58077.0,7626030.630061249,708972.9328457761,"075CLnw,075CLse"
2866,58078.0,7532255.042410078,686399.780099468,057FGwb
2867,58080.0,7650102.160304316,680458.0289159787,"014Hwb,070Tnb"
2868,58081.0,7649842.664085322,680470.1201401524,"014Hwb,070Tsb"
2869,58083.0,7595563.158226307,690466.1452322064,"052FPnb,052FPsb,052FWnb,052FWsb"
2870,58088.0,7645928.282518028,647023.806252237,"035Mnb,035Msb,035MTnb,035MTsb"
