body_type,fuel_type,vehicle_year,MPG,NewPrice,NumMakes,NumModels,Range,auto_operating_cost,co2gpm
Motorcycle,Gas,2014,53,11406.60473,11,30,0,0.124903774,365.46
Motorcycle,Gas,2015,53,11685.99273,11,30,0,0.124903774,365.46
Motorcycle,Gas,2016,53,11691.06825,13,28,0,0.124903774,365.46
Motorcycle,Gas,2017,53,11531.02445,11,23,0,0.124903774,365.46
Motorcycle,Gas,2018,68.23326525,13401.62173,10.76923077,22.38461538,0,0.124903774,
Motorcycle,Gas,2019,69.25676422,13401.62173,10.53846154,21.76923077,0,0.124903774,
Motorcycle,Gas,2020,70.29561569,13401.62173,10.30769231,21.15384615,0,0.124903774,
Motorcycle,Gas,2021,71.35004992,13401.62173,10.07692308,20.53846154,0,0.124903774,
Motorcycle,Gas,2022,72.42030067,13401.62173,9.846153846,19.92307692,0,0.124903774,
Motorcycle,Gas,2023,73.50660518,13401.62173,9.615384615,19.30769231,0,0.124903774,
Motorcycle,Gas,2024,74.60920426,13401.62173,9.384615385,18.69230769,0,0.124903774,
Motorcycle,Gas,2025,75.72834232,13401.62173,9.153846154,18.07692308,0,0.124903774,
Motorcycle,Gas,2026,76.86426746,13401.62173,8.923076923,17.46153846,0,0.124903774,
Motorcycle,Gas,2027,78.01723147,13401.62173,8.692307692,16.84615385,0,0.124903774,
Motorcycle,Gas,2028,79.18748994,13401.62173,8.461538462,16.23076923,0,0.124903774,
Motorcycle,Gas,2029,80.37530229,13401.62173,8.230769231,15.61538462,0,0.124903774,
Motorcycle,Gas,2030,81.58093183,13401.62173,8,15,0,0.124903774,
Motorcycle,Gas,2031,82.8046458,13401.62173,7.8,14.75,0,0.124903774,
Motorcycle,Gas,2032,84.04671549,13401.62173,7.6,14.5,0,0.124903774,
Motorcycle,Gas,2033,85.30741622,13401.62173,7.4,14.25,0,0.124903774,
Motorcycle,Gas,2034,86.58702747,13401.62173,7.2,14,0,0.124903774,
Motorcycle,Gas,2035,87.88583288,13401.62173,7,13.75,0,0.124903774,
Motorcycle,Gas,2036,89.20412037,13401.62173,6.8,13.5,0,0.124903774,
Motorcycle,Gas,2037,90.54218218,13401.62173,6.6,13.25,0,0.124903774,
Motorcycle,Gas,2038,91.90031491,13401.62173,6.4,13,0,0.124903774,
Motorcycle,Gas,2039,93.27881963,13401.62173,6.2,12.75,0,0.124903774,
Motorcycle,Gas,2040,94.67800193,13401.62173,6,12.5,0,0.124903774,
Motorcycle,Gas,2041,96.09817196,13401.62173,5.8,12.25,0,0.124903774,
Motorcycle,Gas,2042,97.53964454,13401.62173,5.6,12,0,0.124903774,
Motorcycle,Gas,2043,99.0027392,13401.62173,5.4,11.75,0,0.124903774,
Motorcycle,Gas,2044,100.4877803,13401.62173,5.2,11.5,0,0.124903774,
Motorcycle,Gas,2045,101.995097,13401.62173,5,11.25,0,0.124903774,
Motorcycle,Gas,2046,103.5250235,13401.62173,4.8,11,0,0.124903774,
Motorcycle,Gas,2047,105.0778988,13401.62173,4.6,10.75,0,0.124903774,
Motorcycle,Gas,2048,106.6540673,13401.62173,4.4,10.5,0,0.124903774,
Motorcycle,Gas,2049,108.2538783,13401.62173,4.2,10.25,0,0.124903774,
Motorcycle,Gas,2050,109.8776865,13401.62173,4,10,0,0.124903774,
Pickup,BEV,2018,90.11940693,66267.63264,0.307692308,2.307692308,168.973888,0.265118182,
Pickup,BEV,2019,91.47119803,66267.63264,0.615384615,4.615384615,171.5084963,0.265118182,
Pickup,BEV,2020,92.843266,66267.63264,0.923076923,6.923076923,174.0811238,0.265118182,
Pickup,BEV,2021,94.23591499,66267.63264,1.230769231,9.230769231,176.6923406,0.265118182,
Pickup,BEV,2022,95.64945372,66267.63264,1.538461538,11.53846154,179.3427257,0.265118182,
Pickup,BEV,2023,97.08419552,66267.63264,1.846153846,13.84615385,182.0328666,0.265118182,
Pickup,BEV,2024,98.54045846,66267.63264,2.153846154,16.15384615,184.7633596,0.265118182,
Pickup,BEV,2025,100.0185653,66267.63264,2.461538462,18.46153846,187.53481,0.265118182,
Pickup,BEV,2026,101.5188438,66267.63264,2.769230769,20.76923077,190.3478321,0.265118182,
Pickup,BEV,2027,103.0416265,66267.63264,3.076923077,23.07692308,193.2030496,0.265118182,
Pickup,BEV,2028,104.5872509,66267.63264,3.384615385,25.38461538,196.1010954,0.265118182,
Pickup,BEV,2029,106.1560596,66267.63264,3.692307692,27.69230769,199.0426118,0.265118182,
Pickup,BEV,2030,107.7484005,66267.63264,4,30,202.028251,0.265118182,
Pickup,BEV,2031,109.3646265,66267.63264,3.95,30.75,205.0586747,0.265118182,
Pickup,BEV,2032,111.0050959,66267.63264,3.9,31.5,208.1345549,0.265118182,
Pickup,BEV,2033,112.6701724,66267.63264,3.85,32.25,211.2565732,0.265118182,
Pickup,BEV,2034,114.360225,66267.63264,3.8,33,214.4254218,0.265118182,
Pickup,BEV,2035,116.0756283,66267.63264,3.75,33.75,217.6418031,0.265118182,
Pickup,BEV,2036,117.8167628,66267.63264,3.7,34.5,220.9064302,0.265118182,
Pickup,BEV,2037,119.5840142,66267.63264,3.65,35.25,224.2200266,0.265118182,
Pickup,BEV,2038,121.3777744,66267.63264,3.6,36,227.583327,0.265118182,
Pickup,BEV,2039,123.198441,66267.63264,3.55,36.75,230.9970769,0.265118182,
Pickup,BEV,2040,125.0464176,66267.63264,3.5,37.5,234.4620331,0.265118182,
Pickup,BEV,2041,126.9221139,66267.63264,3.45,38.25,237.9789636,0.265118182,
Pickup,BEV,2042,128.8259456,66267.63264,3.4,39,241.548648,0.265118182,
Pickup,BEV,2043,130.7583348,66267.63264,3.35,39.75,245.1718777,0.265118182,
Pickup,BEV,2044,132.7197098,66267.63264,3.3,40.5,248.8494559,0.265118182,
Pickup,BEV,2045,134.7105055,66267.63264,3.25,41.25,252.5821977,0.265118182,
Pickup,BEV,2046,136.731163,66267.63264,3.2,42,256.3709307,0.265118182,
Pickup,BEV,2047,138.7821305,66267.63264,3.15,42.75,260.2164947,0.265118182,
Pickup,BEV,2048,140.8638625,66267.63264,3.1,43.5,264.1197421,0.265118182,
Pickup,BEV,2049,142.9768204,66267.63264,3.05,44.25,268.0815382,0.265118182,
Pickup,BEV,2050,145.1214727,66267.63264,3,45,272.1027613,0.265118182,
Pickup,Diesel,1998,15,47126.2457,2,4,0,0.2833,678.67
Pickup,Diesel,2011,20,41630.35298,1,1,0,0.2333,509
Pickup,Diesel,2014,22.5,39406.01202,1,2,0,0.216633333,450.5
Pickup,Diesel,2015,23,40371.20431,1,3,0,0.213734783,443.67
Pickup,Diesel,2016,23.6,40388.73853,3,7,0,0.210418644,434.71
Pickup,Diesel,2017,23,39835.84063,3,7,0,0.213734783,448.43
Pickup,Diesel,2018,18.03997414,46298.12987,2.944444444,6.888888889,0,0.205366797,
Pickup,Diesel,2019,18.31057375,46298.12987,2.888888889,6.777777778,0,0.202270857,
Pickup,Diesel,2020,18.58523236,46298.12987,2.833333333,6.666666667,0,0.199174917,
Pickup,Diesel,2021,18.86401084,46298.12987,2.777777778,6.555555556,0,0.196078977,
Pickup,Diesel,2022,19.146971,46298.12987,2.722222222,6.444444444,0,0.192983037,
Pickup,Diesel,2023,19.43417557,46298.12987,2.666666667,6.333333333,0,0.189887097,
Pickup,Diesel,2024,19.7256882,46298.12987,2.611111111,6.222222222,0,0.186791157,
Pickup,Diesel,2025,20.02157352,46298.12987,2.555555556,6.111111111,0,0.183695217,
Pickup,Diesel,2026,20.32189713,46298.12987,2.5,6,0,0.180599277,
Pickup,Diesel,2027,20.62672558,46298.12987,2.444444444,5.888888889,0,0.177503337,
Pickup,Diesel,2028,20.93612647,46298.12987,2.388888889,5.777777778,0,0.174407397,
Pickup,Diesel,2029,21.25016837,46298.12987,2.333333333,5.666666667,0,0.171311457,
Pickup,Diesel,2030,21.56892089,46298.12987,2.277777778,5.555555556,0,0.168215517,
Pickup,Diesel,2031,21.8924547,46298.12987,2.222222222,5.444444444,0,0.165119578,
Pickup,Diesel,2032,22.22084152,46298.12987,2.166666667,5.333333333,0,0.162023638,
Pickup,Diesel,2033,22.55415415,46298.12987,2.111111111,5.222222222,0,0.158927698,
Pickup,Diesel,2034,22.89246646,46298.12987,2.055555556,5.111111111,0,0.155831758,
Pickup,Diesel,2035,23.23585346,46298.12987,2,5,0,0.152735818,
Pickup,Diesel,2036,23.58439126,46298.12987,2,5,0,0.149639878,
Pickup,Diesel,2037,23.93815713,46298.12987,2,5,0,0.146543938,
Pickup,Diesel,2038,24.29722948,46298.12987,2,5,0,0.143447998,
Pickup,Diesel,2039,24.66168793,46298.12987,2,5,0,0.140352058,
Pickup,Diesel,2040,25.03161325,46298.12987,2,5,0,0.137256118,
Pickup,Diesel,2041,25.40708744,46298.12987,2,5,0,0.134160178,
Pickup,Diesel,2042,25.78819376,46298.12987,2,5,0,0.131064238,
Pickup,Diesel,2043,26.17501666,46298.12987,2,5,0,0.127968298,
Pickup,Diesel,2044,26.56764191,46298.12987,2,5,0,0.124872359,
Pickup,Diesel,2045,26.96615654,46298.12987,2,5,0,0.121776419,
Pickup,Diesel,2046,27.37064889,46298.12987,2,5,0,0.118680479,
Pickup,Diesel,2047,27.78120862,46298.12987,2,5,0,0.115584539,
Pickup,Diesel,2048,28.19792675,46298.12987,2,5,0,0.112488599,
Pickup,Diesel,2049,28.62089565,46298.12987,2,5,0,0.109392659,
Pickup,Diesel,2050,29.05020909,46298.12987,2,5,0,0.106296719,
Pickup,Gas,1998,16.1,39271.87141,8,124,0,0.269635404,561.74
Pickup,Gas,1999,16,38762.38991,8,119,0,0.2708,566.51
Pickup,Gas,2000,16.5,39175.39755,8,119,0,0.265118182,550.73
Pickup,Gas,2001,16,37667.36471,8,126,0,0.2708,566.42
Pickup,Gas,2002,15.7,37687.3081,9,127,0,0.274382803,577.81
Pickup,Gas,2003,15.8,37905.58585,8,127,0,0.273173418,571.99
Pickup,Gas,2004,16.3,38299.55811,7,140,0,0.26734908,557.48
Pickup,Gas,2005,16.4,37845.08219,7,127,0,0.266226829,556.04
Pickup,Gas,2006,16.2,38897.93434,12,151,0,0.268485185,561
Pickup,Gas,2007,16.1,37922.11173,12,162,0,0.269635404,558.22
Pickup,Gas,2008,16.3,36038.81401,14,148,0,0.26734908,556.44
Pickup,Gas,2009,16.8,35930.67567,11,138,0,0.261871429,534.88
Pickup,Gas,2010,17.2,35568.92344,10,108,0,0.257718605,525.8
Pickup,Gas,2011,17.3,34691.96081,8,110,0,0.256710405,522.85
Pickup,Gas,2012,17.3,33229.7527,8,100,0,0.256710405,520.49
Pickup,Gas,2013,16.9,33246.9577,7,69,0,0.260814793,532.93
Pickup,Gas,2014,17.1,32838.34335,8,65,0,0.258738597,531.12
Pickup,Gas,2015,18.6,33642.67026,6,66,0,0.244590323,485.79
Pickup,Gas,2016,18.5,33657.28211,7,72,0,0.245462162,488.18
Pickup,Gas,2017,18.5,33196.53386,8,84,0,0.245462162,488.67
Pickup,Gas,2018,22.75515025,38581.77489,7.722222222,80.44444444,0,0.243607748,
Pickup,Gas,2019,23.0964775,38581.77489,7.444444444,76.88888889,0,0.241459263,
Pickup,Gas,2020,23.44292467,38581.77489,7.166666667,73.33333333,0,0.239310778,
Pickup,Gas,2021,23.79456854,38581.77489,6.888888889,69.77777778,0,0.237162293,
Pickup,Gas,2022,24.15148706,38581.77489,6.611111111,66.22222222,0,0.235013808,
Pickup,Gas,2023,24.51375937,38581.77489,6.333333333,62.66666667,0,0.232865322,
Pickup,Gas,2024,24.88146576,38581.77489,6.055555556,59.11111111,0,0.230716837,
Pickup,Gas,2025,25.25468775,38581.77489,5.777777778,55.55555556,0,0.228568352,
Pickup,Gas,2026,25.63350806,38581.77489,5.5,52,0,0.226419867,
Pickup,Gas,2027,26.01801068,38581.77489,5.222222222,48.44444444,0,0.224271382,
Pickup,Gas,2028,26.40828084,38581.77489,4.944444444,44.88888889,0,0.222122897,
Pickup,Gas,2029,26.80440506,38581.77489,4.666666667,41.33333333,0,0.219974412,
Pickup,Gas,2030,27.20647113,38581.77489,4.388888889,37.77777778,0,0.217825926,
Pickup,Gas,2031,27.6145682,38581.77489,4.111111111,34.22222222,0,0.215677441,
Pickup,Gas,2032,28.02878672,38581.77489,3.833333333,30.66666667,0,0.213528956,
Pickup,Gas,2033,28.44921852,38581.77489,3.555555556,27.11111111,0,0.211380471,
Pickup,Gas,2034,28.8759568,38581.77489,3.277777778,23.55555556,0,0.209231986,
Pickup,Gas,2035,29.30909615,38581.77489,3,20,0,0.207083501,
Pickup,Gas,2036,29.7487326,38581.77489,3,20,0,0.204935016,
Pickup,Gas,2037,30.19496358,38581.77489,3,20,0,0.20278653,
Pickup,Gas,2038,30.64788804,38581.77489,3,20,0,0.200638045,
Pickup,Gas,2039,31.10760636,38581.77489,3,20,0,0.19848956,
Pickup,Gas,2040,31.57422045,38581.77489,3,20,0,0.196341075,
Pickup,Gas,2041,32.04783376,38581.77489,3,20,0,0.19419259,
Pickup,Gas,2042,32.52855127,38581.77489,3,20,0,0.192044105,
Pickup,Gas,2043,33.01647954,38581.77489,3,20,0,0.18989562,
Pickup,Gas,2044,33.51172673,38581.77489,3,20,0,0.187747134,
Pickup,Gas,2045,34.01440263,38581.77489,3,20,0,0.185598649,
Pickup,Gas,2046,34.52461867,38581.77489,3,20,0,0.183450164,
Pickup,Gas,2047,35.04248795,38581.77489,3,20,0,0.181301679,
Pickup,Gas,2048,35.56812527,38581.77489,3,20,0,0.179153194,
Pickup,Gas,2049,36.10164715,38581.77489,3,20,0,0.177004709,
Pickup,Gas,2050,36.64317186,38581.77489,3,20,0,0.174856224,
Pickup,Hybrid,2004,16.5,42129.51392,2,4,0,0.265118182,539.1
Pickup,Hybrid,2005,16.5,41629.5904,2,4,0,0.265118182,539.1
Pickup,Hybrid,2006,16.5,42787.72777,2,4,0,0.265118182,539.1
Pickup,Hybrid,2007,16.5,41714.3229,2,4,0,0.265118182,539.1
Pickup,Hybrid,2009,20.5,39523.74323,2,4,0,0.229641463,433.77
Pickup,Hybrid,2010,21.5,39125.81578,2,4,0,0.222834884,413.57
Pickup,Hybrid,2011,21,38161.1569,2,4,0,0.226157143,423.19
Pickup,Hybrid,2012,21,36552.72796,2,4,0,0.226157143,423.19
Pickup,Hybrid,2013,21,36571.65347,2,4,0,0.226157143,420.5
Pickup,Hybrid,2016,19,37023.01032,2,4,0,0.241194737,468
Pickup,Hybrid,2017,19,36516.18724,2,4,0,0.241194737,467.5
Pickup,Hybrid,2018,19.71362027,42439.95238,2,4.461538462,0,0.247395871,
Pickup,Hybrid,2019,20.00932457,42439.95238,2,4.923076923,0,0.250537029,
Pickup,Hybrid,2020,20.30946444,42439.95238,2,5.384615385,0,0.253678188,
Pickup,Hybrid,2021,20.6141064,42439.95238,2,5.846153846,0,0.256819346,
Pickup,Hybrid,2022,20.923318,42439.95238,2,6.307692308,0,0.259960505,
Pickup,Hybrid,2023,21.23716777,42439.95238,2,6.769230769,0,0.263101664,
Pickup,Hybrid,2024,21.55572529,42439.95238,2,7.230769231,0,0.266242822,
Pickup,Hybrid,2025,21.87906117,42439.95238,2,7.692307692,0,0.269383981,
Pickup,Hybrid,2026,22.20724708,42439.95238,2,8.153846154,0,0.272525139,
Pickup,Hybrid,2027,22.54035579,42439.95238,2,8.615384615,0,0.275666298,
Pickup,Hybrid,2028,22.87846113,42439.95238,2,9.076923077,0,0.278807456,
Pickup,Hybrid,2029,23.22163804,42439.95238,2,9.538461538,0,0.281948615,
Pickup,Hybrid,2030,23.56996261,42439.95238,2,10,0,0.285089773,
Pickup,Hybrid,2031,23.92351205,42439.95238,1.9,9.75,0,0.288230932,
Pickup,Hybrid,2032,24.28236473,42439.95238,1.8,9.5,0,0.29137209,
Pickup,Hybrid,2033,24.64660021,42439.95238,1.7,9.25,0,0.294513249,
Pickup,Hybrid,2034,25.01629921,42439.95238,1.6,9,0,0.297654407,
Pickup,Hybrid,2035,25.3915437,42439.95238,1.5,8.75,0,0.300795566,
Pickup,Hybrid,2036,25.77241685,42439.95238,1.4,8.5,0,0.303936724,
Pickup,Hybrid,2037,26.15900311,42439.95238,1.3,8.25,0,0.307077883,
Pickup,Hybrid,2038,26.55138815,42439.95238,1.2,8,0,0.310219042,
Pickup,Hybrid,2039,26.94965897,42439.95238,1.1,7.75,0,0.3133602,
Pickup,Hybrid,2040,27.35390386,42439.95238,1,7.5,0,0.316501359,
Pickup,Hybrid,2041,27.76421242,42439.95238,0.9,7.25,0,0.319642517,
Pickup,Hybrid,2042,28.1806756,42439.95238,0.8,7,0,0.322783676,
Pickup,Hybrid,2043,28.60338574,42439.95238,0.7,6.75,0,0.325924834,
Pickup,Hybrid,2044,29.03243652,42439.95238,0.6,6.5,0,0.329065993,
Pickup,Hybrid,2045,29.46792307,42439.95238,0.5,6.25,0,0.332207151,
Pickup,Hybrid,2046,29.90994192,42439.95238,0.4,6,0,0.33534831,
Pickup,Hybrid,2047,30.35859105,42439.95238,0.3,5.75,0,0.338489468,
Pickup,Hybrid,2048,30.81396991,42439.95238,0.2,5.5,0,0.341630627,
Pickup,Hybrid,2049,31.27617946,42439.95238,0.1,5.25,0,0.344771785,
Pickup,PEV,2018,45.05970346,59038.43636,0.25,2.5,0,0.265118182,
Pickup,PEV,2019,45.73559902,59038.43636,0.5,5,0,0.265118182,
Pickup,PEV,2020,46.421633,59038.43636,0.75,7.5,0,0.265118182,
Pickup,PEV,2021,47.1179575,59038.43636,1,10,0,0.265118182,
Pickup,PEV,2022,47.82472686,59038.43636,1.25,12.5,0,0.265118182,
Pickup,PEV,2023,48.54209776,59038.43636,1.5,15,0,0.265118182,
Pickup,PEV,2024,49.27022923,59038.43636,1.75,17.5,0,0.265118182,
Pickup,PEV,2025,50.00928267,59038.43636,2,20,0,0.265118182,
Pickup,PEV,2026,50.75942191,59038.43636,1.96,19.6,0,0.265118182,
Pickup,PEV,2027,51.52081323,59038.43636,1.92,19.2,0,0.265118182,
Pickup,PEV,2028,52.29362543,59038.43636,1.88,18.8,0,0.265118182,
Pickup,PEV,2029,53.07802981,59038.43636,1.84,18.4,0,0.265118182,
Pickup,PEV,2030,53.87420026,59038.43636,1.8,18,0,0.265118182,
Pickup,PEV,2031,54.68231327,59038.43636,1.76,17.6,0,0.265118182,
Pickup,PEV,2032,55.50254796,59038.43636,1.72,17.2,0,0.265118182,
Pickup,PEV,2033,56.33508618,59038.43636,1.68,16.8,0,0.265118182,
Pickup,PEV,2034,57.18011248,59038.43636,1.64,16.4,0,0.265118182,
Pickup,PEV,2035,58.03781416,59038.43636,1.6,16,0,0.265118182,
Pickup,PEV,2036,58.90838138,59038.43636,1.56,15.6,0,0.265118182,
Pickup,PEV,2037,59.7920071,59038.43636,1.52,15.2,0,0.265118182,
Pickup,PEV,2038,60.6888872,59038.43636,1.48,14.8,0,0.265118182,
Pickup,PEV,2039,61.59922051,59038.43636,1.44,14.4,0,0.265118182,
Pickup,PEV,2040,62.52320882,59038.43636,1.4,14,0,0.265118182,
Pickup,PEV,2041,63.46105695,59038.43636,1.36,13.6,0,0.265118182,
Pickup,PEV,2042,64.41297281,59038.43636,1.32,13.2,0,0.265118182,
Pickup,PEV,2043,65.3791674,59038.43636,1.28,12.8,0,0.265118182,
Pickup,PEV,2044,66.35985491,59038.43636,1.24,12.4,0,0.265118182,
Pickup,PEV,2045,67.35525273,59038.43636,1.2,12,0,0.265118182,
Pickup,PEV,2046,68.36558152,59038.43636,1.16,11.6,0,0.265118182,
Pickup,PEV,2047,69.39106525,59038.43636,1.12,11.2,0,0.265118182,
Pickup,PEV,2048,70.43193123,59038.43636,1.08,10.8,0,0.265118182,
Pickup,PEV,2049,71.48841019,59038.43636,1.04,10.4,0,0.265118182,
Pickup,PEV,2050,72.56073635,59038.43636,1,10,0,0.265118182,
Pickup-AV,BEV,2030,114.4826756,900000,1,5,202.028251,0.25,
Pickup-AV,BEV,2031,116.1999157,900000,1.1,7.25,205.0586747,0.25,
Pickup-AV,BEV,2032,117.9429144,900000,1.2,9.5,208.1345549,0.25,
Pickup-AV,BEV,2033,119.7120581,900000,1.3,11.75,211.2565732,0.25,
Pickup-AV,BEV,2034,121.507739,900000,1.4,14,214.4254218,0.25,
Pickup-AV,BEV,2035,123.3303551,900000,1.5,16.25,217.6418031,0.25,
Pickup-AV,BEV,2036,125.1803104,900000,1.6,18.5,220.9064302,0.25,
Pickup-AV,BEV,2037,127.0580151,900000,1.7,20.75,224.2200266,0.25,
Pickup-AV,BEV,2038,128.9638853,900000,1.8,23,227.583327,0.25,
Pickup-AV,BEV,2039,130.8983436,900000,1.9,25.25,230.9970769,0.25,
Pickup-AV,BEV,2040,132.8618187,900000,2,27.5,234.4620331,0.25,
Pickup-AV,BEV,2041,134.854746,900000,2.1,29.75,237.9789636,0.25,
Pickup-AV,BEV,2042,136.8775672,900000,2.2,32,241.548648,0.25,
Pickup-AV,BEV,2043,138.9307307,900000,2.3,34.25,245.1718777,0.25,
Pickup-AV,BEV,2044,141.0146917,900000,2.4,36.5,248.8494559,0.25,
Pickup-AV,BEV,2045,143.1299121,900000,2.5,38.75,252.5821977,0.25,
Pickup-AV,BEV,2046,145.2768607,900000,2.6,41,256.3709307,0.25,
Pickup-AV,BEV,2047,147.4560136,900000,2.7,43.25,260.2164947,0.25,
Pickup-AV,BEV,2048,149.6678539,900000,2.8,45.5,264.1197421,0.25,
Pickup-AV,BEV,2049,151.9128717,900000,2.9,47.75,268.0815382,0.25,
Pickup-AV,BEV,2050,154.1915647,900000,3,50,272.1027613,0.25,
Pickup-AV,PEV,2030,53.87420026,900000,1,3,0,0.27,
Pickup-AV,PEV,2031,54.68231327,900000,1.05,3.35,0,0.27,
Pickup-AV,PEV,2032,55.50254796,900000,1.1,3.7,0,0.27,
Pickup-AV,PEV,2033,56.33508618,900000,1.15,4.05,0,0.27,
Pickup-AV,PEV,2034,57.18011248,900000,1.2,4.4,0,0.27,
Pickup-AV,PEV,2035,58.03781416,900000,1.25,4.75,0,0.27,
Pickup-AV,PEV,2036,58.90838138,900000,1.3,5.1,0,0.27,
Pickup-AV,PEV,2037,59.7920071,900000,1.35,5.45,0,0.27,
Pickup-AV,PEV,2038,60.6888872,900000,1.4,5.8,0,0.27,
Pickup-AV,PEV,2039,61.59922051,900000,1.45,6.15,0,0.27,
Pickup-AV,PEV,2040,62.52320882,900000,1.5,6.5,0,0.27,
Pickup-AV,PEV,2041,63.46105695,900000,1.55,6.85,0,0.27,
Pickup-AV,PEV,2042,64.41297281,900000,1.6,7.2,0,0.27,
Pickup-AV,PEV,2043,65.3791674,900000,1.65,7.55,0,0.27,
Pickup-AV,PEV,2044,66.35985491,900000,1.7,7.9,0,0.27,
Pickup-AV,PEV,2045,67.35525273,900000,1.75,8.25,0,0.27,
Pickup-AV,PEV,2046,68.36558152,900000,1.8,8.6,0,0.27,
Pickup-AV,PEV,2047,69.39106525,900000,1.85,8.95,0,0.27,
Pickup-AV,PEV,2048,70.43193123,900000,1.9,9.3,0,0.27,
Pickup-AV,PEV,2049,71.48841019,900000,1.95,9.65,0,0.27,
Pickup-AV,PEV,2050,72.56073635,900000,2,10,0,0.27,
SUV,BEV,2012,69,62570.27637,2,2,113,0.125278261,0
SUV,BEV,2013,69.5,69067.04343,2,2,115,0.124965468,0
SUV,BEV,2014,69.5,58255.31238,2,2,115,0.124965468,0
SUV,BEV,2016,87.5,86192.04627,2,6,237,0.116085714,0
SUV,BEV,2017,87.4,75017.02367,2,7,245,0.116124943,0
SUV,BEV,2018,61.61914449,75145.53279,3.384615385,14.15384615,132.7651977,0.116922676,
SUV,BEV,2019,62.54343165,75145.53279,4.769230769,21.30769231,134.7566757,0.115601553,
SUV,BEV,2020,63.48158313,75145.53279,6.153846154,28.46153846,136.7780258,0.11428043,
SUV,BEV,2021,64.43380688,75145.53279,7.538461538,35.61538462,138.8296962,0.112959307,
SUV,BEV,2022,65.40031398,75145.53279,8.923076923,42.76923077,140.9121416,0.111638184,
SUV,BEV,2023,66.38131869,75145.53279,10.30769231,49.92307692,143.0258238,0.110317061,
SUV,BEV,2024,67.37703847,75145.53279,11.69230769,57.07692308,145.1712111,0.108995938,
SUV,BEV,2025,68.38769405,75145.53279,13.07692308,64.23076923,147.3487793,0.107674815,
SUV,BEV,2026,69.41350946,75145.53279,14.46153846,71.38461538,149.559011,0.106353692,
SUV,BEV,2027,70.4547121,75145.53279,15.84615385,78.53846154,151.8023961,0.105032569,
SUV,BEV,2028,71.51153278,75145.53279,17.23076923,85.69230769,154.0794321,0.103711446,
SUV,BEV,2029,72.58420577,75145.53279,18.61538462,92.84615385,156.3906236,0.102390322,
SUV,BEV,2030,73.67296886,75145.53279,20,100,158.7364829,0.101069199,
SUV,BEV,2031,74.77806339,75145.53279,20.15,102.5,161.1175302,0.099748076,
SUV,BEV,2032,75.89973434,75145.53279,20.3,105,163.5342931,0.098426953,
SUV,BEV,2033,77.03823036,75145.53279,20.45,107.5,165.9873075,0.09710583,
SUV,BEV,2034,78.19380381,75145.53279,20.6,110,168.4771171,0.095784707,
SUV,BEV,2035,79.36671087,75145.53279,20.75,112.5,171.0042739,0.094463584,
SUV,BEV,2036,80.55721153,75145.53279,20.9,115,173.569338,0.093142461,
SUV,BEV,2037,81.76556971,75145.53279,21.05,117.5,176.1728781,0.091821338,
SUV,BEV,2038,82.99205325,75145.53279,21.2,120,178.8154712,0.090500215,
SUV,BEV,2039,84.23693405,75145.53279,21.35,122.5,181.4977033,0.089179092,
SUV,BEV,2040,85.50048806,75145.53279,21.5,125,184.2201688,0.087857968,
SUV,BEV,2041,86.78299538,75145.53279,21.65,127.5,186.9834714,0.086536845,
SUV,BEV,2042,88.08474031,75145.53279,21.8,130,189.7882234,0.085215722,
SUV,BEV,2043,89.40601142,75145.53279,21.95,132.5,192.6350468,0.083894599,
SUV,BEV,2044,90.74710159,75145.53279,22.1,135,195.5245725,0.082573476,
SUV,BEV,2045,92.10830811,75145.53279,22.25,137.5,198.4574411,0.081252353,
SUV,BEV,2046,93.48993273,75145.53279,22.4,140,201.4343027,0.07993123,
SUV,BEV,2047,94.89228172,75145.53279,22.55,142.5,204.4558172,0.078610107,
SUV,BEV,2048,96.31566595,75145.53279,22.7,145,207.5226545,0.077288984,
SUV,BEV,2049,97.76040094,75145.53279,22.85,147.5,210.6354943,0.075967861,
SUV,BEV,2050,99.22680695,75145.53279,23,150,213.7950267,0.074646738,
SUV,Diesel,1998,15,53114.76338,2,2,0,0.2818,678.67
SUV,Diesel,1999,15,52425.69538,2,2,0,0.2818,678.67
SUV,Diesel,2004,18,51799.72059,1,1,0,0.248466667,565.56
SUV,Diesel,2005,21,51185.04703,1,1,0,0.224657143,484.76
SUV,Diesel,2006,19,52609.0177,2,2,0,0.239694737,541.79
SUV,Diesel,2007,19.7,51289.22862,3,6,0,0.234084264,520.36
SUV,Diesel,2008,19.7,48742.08969,3,6,0,0.234084264,520.36
SUV,Diesel,2009,20.7,48595.8338,3,3,0,0.226727536,493.58
SUV,Diesel,2010,20.7,48106.56799,3,3,0,0.226727536,493.58
SUV,Diesel,2011,21.3,46920.48592,3,3,0,0.22264507,478.24
SUV,Diesel,2012,21,44942.86593,3,3,0,0.224657143,485.59
SUV,Diesel,2013,23.4,44966.1355,5,5,0,0.210005128,438.4
SUV,Diesel,2014,24.5,44413.4892,6,8,0,0.20424898,418.88
SUV,Diesel,2015,25.2,45501.33227,6,10,0,0.200847619,409.8
SUV,Diesel,2016,25,45521.09463,7,11,0,0.2018,407.73
SUV,Diesel,2017,25,44897.93782,3,5,0,0.2018,405
SUV,Diesel,2018,29.94861005,52181.41561,2.769230769,4.615384615,0,0.192525212,
SUV,Diesel,2019,30.3978392,52181.41561,2.538461538,4.230769231,0,0.188288273,
